"ID","DIVISION_NAME","LOCATION_DESCRIPTION","TYPE","long","lat","OBJECT","nn"
"BBQ517","GREENWAY","PINE ISLAND CETRAL","ELECTRIC",149.061549073516,-35.4274529997759,"Barbeque",1
"BBQ518","GREENWAY","PINE ISLAND RESERVE","ELECTRIC",149.061550695514,-35.4274428330455,"Barbeque",1
"BBQ105","CAMPBELL","REMEMBERANCE PARK","ELECTRIC",149.150923934327,-35.279962744004,"Barbeque",1
"BBQ106","CAMPBELL","REMEMBERANCE PARK","ELECTRIC",149.150987712368,-35.2793164740274,"Barbeque",1
"BBQ21","ACTON","BLACK MOUNTAIN PENINSULA DISTRICT PARK","ELECTRIC",149.101336727048,-35.2871416914529,"Barbeque",1
"BBQ23","ACTON","BLACK MOUNTAIN PENINSULA DISTRICT PARK","ELECTRIC",149.100008868713,-35.2916438044498,"Barbeque",1
"BBQ485","ACTON","BLACK MOUNTAIN PENINSULA DISTRICT PARK","ELECTRIC",149.101174694625,-35.2924322574418,"Barbeque",1
"BBQ424","ACTON","BLACK MOUNTAIN PENINSULA DISTRICT PARK","ELECTRIC",149.101148240648,-35.2924159294993,"Barbeque",1
"BBQ514","PHILLIP","EDISON DISTRICT PARK","ELECTRIC",149.091686480458,-35.3411196007755,"Barbeque",1
"BBQ94","FADDEN","FADDEN PINES DISTRICT PARK","ELECTRIC",149.119394978039,-35.4109125887582,"Barbeque",1
"BBQ96","FADDEN","FADDEN PINES DISTRICT PARK","ELECTRIC",149.120003618255,-35.4104207681472,"Barbeque",1
"BBQ98","FADDEN","FADDEN PINES DISTRICT PARK","ELECTRIC",149.12028228502,-35.4116675699173,"Barbeque",1
"BBQ95","FADDEN","FADDEN PINES DISTRICT PARK","ELECTRIC",149.121057278211,-35.4113040757744,"Barbeque",1
"BBQ431","WRIGHT","DOT BUTLER STREET NEIGHBOURHOOD PARK","ELECTRIC",149.037221044787,-35.3243977922042,"Barbeque",1
"BBQ486","KINGSTON","NORGROVE NEIGHBOURHOOD PARK","ELECTRIC",149.146750379533,-35.3150166471605,"Barbeque",1
"BBQ483","GUNGAHLIN","GUNGAHLIN SPORTSGROUND","ELECTRIC",149.126278303108,-35.1850609842946,"Barbeque",1
"BBQ441","ACTON","ACTON PARK DISTRICT PARK","ELECTRIC",149.124751958774,-35.2863104715162,"Barbeque",1
"BBQ442","ACTON","ACTON PARK DISTRICT PARK","ELECTRIC",149.124417529672,-35.2861935419725,"Barbeque",1
"BBQ443","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","ELECTRIC",149.073354651298,-35.2343844401542,"Barbeque",1
"BBQ444","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","ELECTRIC",149.07336564358,-35.2347532705635,"Barbeque",1
"BBQ519","ACTON","HENRY ROLLAND PARK","ELECTRIC",149.126403822819,-35.2898828021209,"Barbeque",1
"BBQ505","MONCRIEFF","BON SCOTT CRESCENT CRIP PARK","ELECTRIC",149.121081391808,-35.1551673915005,"Barbeque",1
"BBQ506","MONCRIEFF","BON SCOTT CRESCENT CRIP PARK","ELECTRIC",149.121158008093,-35.1552299811635,"Barbeque",1
"BBQ247","GREENWAY","PINE ISLAND CENTRAL","ELECTRIC",149.060190214471,-35.4275496053316,"Barbeque",1
"BBQ436","PHILLIP","EDISON DISTRICT PARK","ELECTRIC",149.090164440409,-35.3416629640426,"Barbeque",1
"BBQ65","GREENWAY","TUGGERANONG TOWN PARK","ELECTRIC",149.064733623223,-35.4107609183022,"Barbeque",1
"BBQ75","YARRALUMLA","ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND","GAS",149.109266412696,-35.2978664985194,"Barbeque",1
"BBQ389","FORDE","RAY ELLIS CRESCENT TOWN PARK","ELECTRIC",149.142058743679,-35.172512764045,"Barbeque",1
"BBQ397","CASEY","YEEND AVENUE NEIGHBOURHOOD PARK","ELECTRIC",149.097283717399,-35.1665090911396,"Barbeque",1
"BBQ5","HUGHES","GROOM STREET - PEDESTRIAN PARKLAND","WOOD",149.088973617856,-35.3328749431897,"Barbeque",1
"BBQ388","RIVETT","BANGALAY CRESCENT NEIGHBOURHOOD PARK","ELECTRIC",149.038191915048,-35.347715372298,"Barbeque",1
"BBQ387","WESTON","DILLON CLOSE PEDESTRIAN PARKLAND","ELECTRIC",149.054707104277,-35.3371874304122,"Barbeque",1
"BBQ396","FORDE","BRUCE DITTMAR STREET CENTRAL NEIGHBOURHOOD PARK","ELECTRIC",149.144996251518,-35.1760408365737,"Barbeque",1
"BBQ390","CHIFLEY","SHANN PLACE NEIGHBOURHOOD PARK","ELECTRIC",149.076247557289,-35.3528551941541,"Barbeque",1
"BBQ398","FORDE","PAHLMAN STREET NEIGHBOURHOOD PARK","ELECTRIC",149.146595803255,-35.168162809772,"Barbeque",1
"BBQ400","CRACE","NARDEN STREET COMMUNITY PARK","ELECTRIC",149.102207957523,-35.2014121154825,"Barbeque",1
"BBQ401","BONNER","BURNUM BURNUM CLOSE NEIGHBORHOOD OVAL","ELECTRIC",149.142476127687,-35.1593468862143,"Barbeque",1
"BBQ402","FRANKLIN","CLARE BURTON CIRCUIT PEDESTRIAN PARKLAND","ELECTRIC",149.147774216341,-35.2001462012974,"Barbeque",1
"BBQ403","OAKS ESTATE","RIVER STREET NEIGHBOURHOOD PARK","ELECTRIC",149.227464314877,-35.3416743624937,"Barbeque",1
"BBQ14","AINSLIE","CORROBOREE PARK","ELECTRIC",149.142377200399,-35.2690059053712,"Barbeque",1
"BBQ73","BARTON","TELOPEA PARK","ELECTRIC",149.137811365012,-35.3148760501151,"Barbeque",1
"BBQ393","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","ELECTRIC",149.073274033909,-35.2337579224184,"Barbeque",1
"BBQ132","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","ELECTRIC",149.07419562172,-35.2352259276272,"Barbeque",1
"BBQ16","CITY","GLEBE PARK","ELECTRIC",149.136693997004,-35.2824150345223,"Barbeque",1
"BBQ6","FISHER","ARALUEN STREET NEIGHBOURHOOD PARK","ELECTRIC",149.057337631766,-35.3606833800434,"Barbeque",1
"BBQ391","FORDE","TOM NICHOLAS CRESCENT PEDESTRIAN PARKLAND","ELECTRIC",149.144966312575,-35.1723954595062,"Barbeque",1
"BBQ66","GORDON","POINT HUT DISTRICT PARK","ELECTRIC",149.084726649433,-35.4560437093342,"Barbeque",1
"BBQ123","GORDON","POINT HUT DISTRICT PARK","ELECTRIC",149.084313046065,-35.4557779441732,"Barbeque",1
"BBQ104","GREENWAY","LAKE TUGGERANONG DISTRICT PARK","ELECTRIC",149.071506710994,-35.405180483777,"Barbeque",1
"BBQ7","BRADDON","LOWANNA STREET - NEIGHBOURHOOD PARK","ELECTRIC",149.133248945202,-35.2648293530843,"Barbeque",1
"BBQ44","LATHAM","UMBAGONG DISTRICT PARK","ELECTRIC",149.03109249224,-35.211658089401,"Barbeque",1
"BBQ71","BARTON","TELOPEA PARK","ELECTRIC",149.13719963398,-35.3155523328362,"Barbeque",1
"BBQ126","BARTON","BOWEN PARK","ELECTRIC",149.139749889111,-35.30814989131,"Barbeque",1
"BBQ127","FYSHWICK","MOLONGLO REACH WATER SKI","ELECTRIC",149.174690431401,-35.3047797977025,"Barbeque",1
"BBQ134","BONYTHON","DERRINGTON CRESCENT PEDESTRIAN PARKLAND","ELECTRIC",149.071264725877,-35.4296040400819,"Barbeque",1
"BBQ445","THARWA","THARWA BRIDGE RESERVE","GAS",149.069821991989,-35.5091378541027,"Barbeque",1
"BBQ497","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.130774054532,-35.1788008632516,"Barbeque",1
"BBQ428","YARRALUMLA","LENNOX GARDENS","ELECTRIC",149.12065087309,-35.298677855017,"Barbeque",1
"BBQ477","BARTON","BOWEN PARK","ELECTRIC",149.139930923838,-35.3080152694523,"Barbeque",1
"BBQ478","YARRALUMLA","LENNOX GARDENS","ELECTRIC",149.123005269981,-35.297436075172,"Barbeque",1
"BBQ386","COOK","TEMPLETON STREET NEIGHBOURHOOD PARK","ELECTRIC",149.062025021926,-35.2593089572034,"Barbeque",1
"BBQ491","FRANKLIN","KILMENY CLOSE CRIP PARK","ELECTRIC",149.143561327866,-35.1970726280355,"Barbeque",1
"BBQ492","FRANKLIN","KILMENY CLOSE CRIP PARK","ELECTRIC",149.14388566879,-35.1980231493742,"Barbeque",1
"BBQ493","YARRALUMLA","WESTON PARK","ELECTRIC",149.090308377459,-35.2918140604468,"Barbeque",1
"BBQ85","YARRALUMLA","WESTON PARK","GAS",149.09215228962,-35.29027541472,"Barbeque",1
"BBQ155","GREENWAY","PINE ISLAND CENTRAL","ELECTRIC",149.062230526283,-35.4275894043477,"Barbeque",1
"BBQ520","ACTON","HENRY ROLLAND PARK","ELECTRIC",149.126421552004,-35.2899211147684,"Barbeque",1
"BBQ521","WHITLAM","MCDONAGH CRESCENT PEDESTRIAN PARKLAND","ELECTRIC",149.046821463362,-35.2708216191201,"Barbeque",1
"BBQ522","KAMBAH","KAMBAH VILLAGE","ELECTRIC",149.058340168789,-35.3802505994219,"Barbeque",1
"BBQ426","YARRALUMLA","WESTON PARK","ELECTRIC",149.093398964141,-35.2937182692828,"Barbeque",1
"BBQ427","YARRALUMLA","WESTON PARK","ELECTRIC",149.093200980119,-35.2925158812395,"Barbeque",1
"BBQ430","YARRALUMLA","LENNOX GARDENS","ELECTRIC",149.121803090375,-35.2984803232194,"Barbeque",1
"BBQ495","ACTON","BLACK MOUNTAIN PENINSULA DISTRICT PARK","ELECTRIC",149.099613280498,-35.292265700943,"Barbeque",1
"BBQ432","KAMBAH","KAMBAH DISTRICT PARK","ELECTRIC",149.062164307083,-35.3918644383053,"Barbeque",1
"BBQ433","KAMBAH","KAMBAH DISTRICT PARK","ELECTRIC",149.062129680754,-35.3920465413878,"Barbeque",1
"BBQ434","KAMBAH","KAMBAH DISTRICT PARK","ELECTRIC",149.062029436369,-35.392172482348,"Barbeque",1
"BBQ53","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.130643036611,-35.1793662434978,"Barbeque",1
"BBQ56","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.130617026491,-35.1793285458881,"Barbeque",1
"BBQ55","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.130851603793,-35.1792088876767,"Barbeque",1
"BBQ42","HALL","GLADSTONE STREET PARK","ELECTRIC",149.069711357098,-35.1721044604786,"Barbeque",1
"BBQ43","HALL","GLADSTONE STREET PARK","ELECTRIC",149.069824667809,-35.1717532561745,"Barbeque",1
"BBQ60","KAMBAH","KAMBAH DISTRICT PARK WOOLSHED","ELECTRIC",149.060559053008,-35.3886527714943,"Barbeque",1
"BBQ384","KAMBAH","BODDINGTON CRESCENT NEIGHBOURHOOD PARK","ELECTRIC",149.051902821378,-35.3831687024715,"Barbeque",1
"BBQ99","NICHOLLS","CANDLEBARK CLOSE NEIGHBOURHOOD PARK","ELECTRIC",149.110101459398,-35.1919709994543,"Barbeque",1
"BBQ437","BELCONNEN","GINNINDERRA PENINSULA DISTRICT PARK EAST","ELECTRIC",149.074210898748,-35.2290310084847,"Barbeque",1
"BBQ438","BELCONNEN","GINNINDERRA PENINSULA DISTRICT PARK EAST","ELECTRIC",149.074029201192,-35.2291173496741,"Barbeque",1
"BBQ439","BELCONNEN","GINNINDERRA PENINSULA DISTRICT PARK WEST","ELECTRIC",149.0695980776,-35.2257347904166,"Barbeque",1
"BBQ503","GREENWAY","ANKETELL STREET NEIGHBOURHOOD PARK","ELECTRIC",149.072795261981,-35.4202230586548,"Barbeque",1
"BBQ383","KAMBAH","SUMMERLAND CIRCUIT NEIGHBOURHOOD PARK","ELECTRIC",149.071293722172,-35.3855938341326,"Barbeque",1
"BBQ8","BRADDON","LOWANNA STREET - NEIGHBOURHOOD PARK","ELECTRIC",149.133978868973,-35.2641969058687,"Barbeque",1
"BBQ12","TURNER","HAIG PARK","ELECTRIC",149.128442156956,-35.2696808729449,"Barbeque",1
"BBQ15","CITY","GLEBE PARK","ELECTRIC",149.136387243127,-35.2835360246094,"Barbeque",1
"BBQ17","CITY","GLEBE PARK","ELECTRIC",149.136340341923,-35.2818905237917,"Barbeque",1
"BBQ20","CAMPBELL","MOLONGLO REACH DISTRICT PARK","ELECTRIC",149.167365841231,-35.3045932361074,"Barbeque",1
"BBQ29","BELCONNEN","LAKE GINNINDERRA WESTERN FORESHORES","ELECTRIC",149.062728157754,-35.2278960041656,"Barbeque",1
"BBQ30","BELCONNEN","LAKE GINNINDERRA WESTERN FORESHORES","ELECTRIC",149.063448372288,-35.2274652491974,"Barbeque",1
"BBQ31","BELCONNEN","LAKE GINNINDERRA WESTERN FORESHORES","ELECTRIC",149.063379342665,-35.2272831595646,"Barbeque",1
"BBQ32","BELCONNEN","LAKE GINNINDERRA WESTERN FORESHORES","ELECTRIC",149.06318653029,-35.2272382587717,"Barbeque",1
"BBQ128","FYSHWICK","MOLONGLO REACH WATER SKI","ELECTRIC",149.174676823216,-35.3049902174777,"Barbeque",1
"BBQ130","DUNLOP","JAMES HARRISON STREET NEIGHBOURHOOD PARK","ELECTRIC",149.016913251638,-35.1911652400514,"Barbeque",1
"BBQ131","HARRISON","TANAMI STREET NEIGHBOURHOOD PARK","ELECTRIC",149.157919896273,-35.1984222072944,"Barbeque",1
"BBQ296","GREENWAY","PINE ISLAND SOUTH","ELECTRIC",149.066173217188,-35.4324644860821,"Barbeque",1
"BBQ287","GREENWAY","PINE ISLAND SOUTH","ELECTRIC",149.066862643645,-35.432915589841,"Barbeque",1
"BBQ274","GREENWAY","PINE ISLAND CENTRAL","ELECTRIC",149.059826307048,-35.4272612997847,"Barbeque",1
"BBQ248","GREENWAY","PINE ISLAND CENTRAL","ELECTRIC",149.060721555942,-35.427450047715,"Barbeque",1
"BBQ249","GREENWAY","PINE ISLAND CENTRAL","ELECTRIC",149.060889920381,-35.4277217447294,"Barbeque",1
"BBQ76","YARRALUMLA","ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND","GAS",149.110619793411,-35.298719236675,"Barbeque",1
"BBQ80","YARRALUMLA","WESTON PARK","GAS",149.095155159982,-35.2956860099346,"Barbeque",1
"BBQ474","YARRALUMLA","YARRALUMLA BAY DISTRICT PARK","ELECTRIC",149.103593578773,-35.2994216062098,"Barbeque",1
"BBQ475","BELCONNEN","GINNINDERRA PENINSULA DISTRICT PARK WEST","ELECTRIC",149.069130995601,-35.2245865221638,"Barbeque",1
"BBQ476","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.13032475931,-35.179114906004,"Barbeque",1
"BBQ440","BELCONNEN","GINNINDERRA PENINSULA DISTRICT PARK WEST","ELECTRIC",149.069420635936,-35.2258129481911,"Barbeque",1
"BBQ54","GUNGAHLIN","YERRABI DISTRICT PARK","ELECTRIC",149.130882211523,-35.1792465493904,"Barbeque",1
"BBQ61","KAMBAH","KAMBAH DISTRICT PARK WOOLSHED","ELECTRIC",149.060463158236,-35.3885966319176,"Barbeque",1
"BBQ435","GREENWAY","TUGGERANONG TOWN PARK","ELECTRIC",149.065091047775,-35.4098999709715,"Barbeque",1
"BBQ502","GREENWAY","ANKETELL STREET NEIGHBOURHOOD PARK","ELECTRIC",149.072762180726,-35.4201535839018,"Barbeque",1
"BBQ404","FORDE","VOLPATO STREET NEIGHBOURHOOD PARK","ELECTRIC",149.148979149862,-35.1604737175758,"Barbeque",1
"BBQ392","AMAROO","BIZANT STREET NEIGHBOURHOOD PARK","ELECTRIC",149.135474345748,-35.1738719732901,"Barbeque",1
"BBQ135","BONYTHON","BURGOYNE STREET NEIGHBOURHOOD PARK","ELECTRIC",149.071665238617,-35.4262846440958,"Barbeque",1
"BBQ89","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","ELECTRIC",149.074260284806,-35.2378705059415,"Barbeque",1
"BBQ133","GORDON","POINT HUT DISTRICT PARK","ELECTRIC",149.083914711888,-35.456558858721,"Barbeque",1
"BBQ103","GREENWAY","LAKE TUGGERANONG DISTRICT PARK","ELECTRIC",149.070569800302,-35.4072202879493,"Barbeque",1
"BBQ70","BARTON","TELOPEA PARK","ELECTRIC",149.137298242862,-35.3156366262198,"Barbeque",1
"BBQ125","BARTON","TELOPEA PARK","ELECTRIC",149.137696822437,-35.3148739922565,"Barbeque",1
"BBQ102","GREENWAY","LAKE TUGGERANONG DISTRICT PARK","ELECTRIC",149.069793979554,-35.4084258078716,"Barbeque",1
"BBQ479","BONNER","FERNANDO STREET PEDESTRIAN PARKLAND","ELECTRIC",149.136322364996,-35.1612521425315,"Barbeque",1
"BBQ429","YARRALUMLA","LENNOX GARDENS","ELECTRIC",149.120279149647,-35.2984640763568,"Barbeque",1
"BBQ494","YARRALUMLA","WESTON PARK","ELECTRIC",149.090333754337,-35.2918340019048,"Barbeque",1
"BBQ33","BELCONNEN","LAKE GINNINDERRA WESTERN FORESHORES","ELECTRIC",149.063247400106,-35.2256263916719,"Barbeque",1
"BSKT30","NARRABUNDAH","KOOTARA CRESCENT","SINGLE COURT",149.151910823126,-35.3302852252624,"Basketball Court",1
"BSKT37","KAMBAH","KAMBAH DISTRICT PARK","4 WAY HOOP",149.062122497419,-35.3924259241887,"Basketball Court",1
"BSKT6","GORDON","POINT HUT DISTRICT PARK","SINGLE COURT",149.084235231978,-35.4563766778579,"Basketball Court",1
"BSKT38","KAMBAH","KAMBAH DISTRICT PARK","4 WAY HOOP",149.062302392066,-35.3924271214841,"Basketball Court",1
"BSKT43","MONASH","GRIFFIN PLACE PEDESTRIAN PARKLAND","HALF COURT",149.083038395915,-35.4186876481003,"Basketball Court",1
"BSKT40","CHISHOLM","ALSTON STREET NEIGHBOURHOOD PARK","HALF COURT",149.122053588002,-35.4212804525988,"Basketball Court",1
"BSKT41","NGUNNAWAL","GADALI CRESCENT PEDESTRIAN PARKLAND","HALF COURT",149.119613128006,-35.1800506276891,"Basketball Court",1
"BSKT42","CHARNWOOD","PACKHAM PLACE NEIGHBOURHOOD PARK","4 WAY HOOP",149.038736849751,-35.2019646168593,"Basketball Court",1
"BSKT29","BELCONNEN","JOHN KNIGHT MEMORIAL PARK","DOUBLE COURT",149.074644756894,-35.2378258488304,"Basketball Court",1
"BSKT31","FORDE","MULLIGANS FLAT ROAD PEDESTRIAN PARKLAND","HALF COURT",149.150880885345,-35.1573964889011,"Basketball Court",1
"BSKT12","EVATT","KINGSTON STREET PEDESTRIAN PARKLAND","HALF COURT",149.077356933481,-35.2095319680839,"Basketball Court",1
"BSKT32","O'CONNOR","COCKLE STREET  PEDESTRIAN PARKLAND","SINGLE COURT",149.113598631945,-35.2648709064177,"Basketball Court",1
"BSKT33","DUFFY","CARGELLIGO STREET PEDESTRIAN PARKLAND","HALF COURT",149.030598178277,-35.3341255021266,"Basketball Court",1
"BSKT34","WARAMANGA","MALARA STREET NEIGHBOURHOOD PARK","HALF COURT",149.061227116758,-35.350206884596,"Basketball Court",1
"BSKT35","WARAMANGA","NEMARANG CRESCENT NEIGHBOURHOOD PARK","HALF COURT",149.063593414686,-35.35726698106,"Basketball Court",1
"BSKT36","WANNIASSA","LANSELL CIRCUIT PEDESTRIAN PARKLAND","HALF COURT",149.103041814862,-35.4047843532497,"Basketball Court",1
"BSKT3","HARRISON","HELBY STREET NEIGHBOURHOOD PARK","HALF COURT",149.160241874728,-35.2079795757741,"Basketball Court",1
"BSKT4","DEAKIN","HANNAH PLACE - PEDESTRIAN PARKLAND","HALF COURT",149.105789916419,-35.3147681458635,"Basketball Court",1
"BSKT5","GREENWAY","LAKE TUGGERANONG DISTRICT PARK","HALF COURT",149.071724368193,-35.40290366516,"Basketball Court",1
"BSKT7","KAMBAH","BODDINGTON CRESCENT - NEIGHBOURHOOD PARK","4 WAY HOOP",149.051934902799,-35.3891028335009,"Basketball Court",1
"BSKT8","KAMBAH","RUNDLE PLACE - NEIGHBOURHOOD PARK","4 WAY HOOP",149.062245904363,-35.3722508320121,"Basketball Court",1
"BSKT23","KAMBAH","BODDINGTON CRESCENT NEIGHBOURHOOD PARK","HALF COURT",149.052570973197,-35.3835054093932,"Basketball Court",1
"BSKT24","CHIFLEY","SHANN PLACE  NEIGHBOURHOOD PARK","HALF COURT",149.077012077052,-35.352159115188,"Basketball Court",1
"BSKT25","MACARTHUR","HAWKESWORTH PLACE - NEIGHBOURHOOD PARK","SINGLE COURT",149.129002379551,-35.408123485797,"Basketball Court",1
"BSKT26","OAKS ESTATE","RIVER STREET NEIGHBOURHOOD PARK","4 WAY HOOP",149.227382545608,-35.3418841952303,"Basketball Court",1
"BSKT27","CITY","CITY YOUTH CENTRE BASKET BALL COURT","HALF COURT",149.134537620848,-35.2779230597071,"Basketball Court",1
"BSKT1","WESTON","DILLON CLOSE - PEDESTRIAN PARKLAND","HALF COURT",149.053683299519,-35.3376493821646,"Basketball Court",1
"BSKT2","AINSLIE","CORROBOREE PARK","SINGLE COURT",149.141855061829,-35.2683375964077,"Basketball Court",1
"BSKT9","KAMBAH","ATTIWELL CIRCUIT - NEIGHBOURHOOD PARK","4 WAY HOOP",149.053236378639,-35.3777324551175,"Basketball Court",1
"BSKT10","LYONS","DEVONPORT STREET - NEIGHBOURHOOD PARK","4 WAY HOOP",149.073915971,-35.3366389213386,"Basketball Court",1
"BSKT11","FLYNN","BLACKWELL CIRCUIT NEIGHBOURHOOD PARK","SINGLE COURT",149.038999290896,-35.2066237325856,"Basketball Court",1
"BSKT13","HACKETT","BRENNAN STREET  NEIGHBOURHOOD PARK","HALF COURT",149.165685369434,-35.2533981262633,"Basketball Court",1
"BSKT14","DEAKIN","LAWLEY STREET - NEIGHBOURHOOD PARK","SINGLE COURT",149.100658586925,-35.3191468255184,"Basketball Court",1
"BSKT15","KINGSTON","SANDALWOOD STREET - NEIGHBOURHOOD PARK","HALF COURT",149.152878736893,-35.3166599427145,"Basketball Court",1
"BSKT16","MACGREGOR","CLYDE FINLAY STREET NEIGHBOURHOOD PARK","HALF COURT",149.001871033351,-35.2085297857554,"Basketball Court",1
"BSKT17","BONYTHON","BURGOYNE STREET NEIGHBOURHOOD PARK","HALF COURT",149.071639661471,-35.4267123956854,"Basketball Court",1
"BSKT18","GUNGAHLIN","YERRABI DISTRICT PARK","SINGLE COURT",149.129916185228,-35.1798815799314,"Basketball Court",1
"BSKT19","PHILLIP","EDISON DISTRICT PARK","HALF COURT",149.091642410429,-35.3398624607736,"Basketball Court",1
"BSKT20","LYNEHAM","LAMBERT PLACE - ROAD VERGE","DOUBLE COURT",149.120966601098,-35.2473336352622,"Basketball Court",1
"BSKT21","DUNLOP","PERCY PEGG CIRCUIT NEIGHBOURHOOD PARK","HALF COURT",149.017747584642,-35.1883992334699,"Basketball Court",1
"BSKT22","FORDE","AMY ACKMAN STREET NEIGHBOURHOOD PARK","HALF COURT",149.143869118083,-35.1678495883005,"Basketball Court",1
"BSKT39","NICHOLLS","LYREBIRD PLACE PEDESTRIAN PARKLAND","SINGLE COURT",149.106676293924,-35.1934548066508,"Basketball Court",1
"BSKT44","THROSBY","BETTONG AVENUE NEIGHBOURHOOD PARK","SINGLE COURT",149.162368633081,-35.1880352634207,"Basketball Court",1
"BSKT45","WRIGHT","PORTER STREET NEIGHBOURHOOD PARK","DOUBLE COURT",149.028152263043,-35.3114001738931,"Basketball Court",1
"BSKT46","WHITLAM","MCDONAGH CRESCENT NEIGHBOURHOOD PARK","HALF COURT",149.04666578966,-35.2708545816787,"Basketball Court",1
"BSKT47","TORRENS","TORRENS PLACE PEDESTRIAN PARKLAND","HALF COURT",149.088009828205,-35.3732308702223,"Basketball Court",1
"DGPK7","DUFFY","WARRAGAMBA AVENUE PEDESTRIAN PARKLAND","UOS42476",149.02872627386,-35.3297156463806,"Dog park",1
"DGPK2","CASEY","YEEND AVENUE PEDESTRIAN PARKLAND","UOS20677",149.098844074323,-35.1675525694247,"Dog park",1
"DGPK5","FORDE","POOLEY STREET PEDESTRIAN PARKLAND","UOS19630",149.144215874846,-35.1675737681659,"Dog park",1
"DGPK1","YARRALUMLA","WESTON PARK ROAD PEDESTRIAN PARKLAND","UOS5091",149.094420531157,-35.2989634918089,"Dog park",1
"DGPK4","GREENWAY","MORTIMER LEWIS DRIVE DISTRICT PARK","UOS9817",149.07198441507,-35.4115948631865,"Dog park",1
"DGPK3","BELCONNEN","DIDDAMS CLOSE PEDESTRIAN PARKLAND","UOS3499",149.073311015598,-35.2288038192035,"Dog park",1
"DGPK6","O'CONNOR","BELCONNEN WAY PEDESTRIAN PARKLAND","UOS21659",149.108038621017,-35.2596563959947,"Dog park",1
"PLGR195","BARTON","TELOPEA PARK","TELOPEA DISTRICT PARK",149.137311649414,-35.3150861690761,"Playground",1
"PLGR6","DOWNER","FENTON STREET NEIGHBOURHOOD PARK","FENTON STREET NEIGHBOURHOOD PLAYGROUND",149.140854977022,-35.2427100262553,"Playground",1
"PLGR87","ARANDA","BANAMBILA STREET PEDESTRIAN PARKLAND","BANAMBILA STREET NEIGHBOURHOOD PLAYGROUND",149.080869240375,-35.254339085593,"Playground",1
"PLGR89","FLOREY","KESTEVEN STREET FLOREY SHOPPING CENTRE","KESTEVEN STREET CENTRAL COMMUNITY PLAYGROUND",149.054616073562,-35.226587903243,"Playground",1
"PLGR90","FLOREY","TATTERSALL CRESCENT NEIGHBOURHOOD PARK","TATTERSALL CRESCENT NEIGHBOURHOD PLAYGROUND",149.057101247241,-35.2236586470111,"Playground",1
"PLGR91","FLOREY","HEWLETT CIRCUIT NEIGHBOURHOOD PARK","HEWLETT CIRCUIT NEIGHBOURHOOD PLAYGROUND",149.047600652168,-35.2237095181694,"Playground",1
"PLGR93","FLOREY","MEYRICK PLACE NEIGHBOURHOOD PARK","MEYRICK PLACE NEIGHBOURHOOD PLAYGROUND",149.052155304363,-35.2316807896949,"Playground",1
"PLGR94","HIGGINS","O""""""""SULLIVAN STREET NEIGHBOURHOOD PARK","O""""""""SULLIVAN STREET NEIGHBOURHOOD PLAYGGROUND",149.029130261574,-35.236951555049,"Playground",1
"PLGR7","DOWNER","BERRY STREET NEIGHBOURHOOD PARK","BERRY STREET NEIGHBOURHOOD PLAYGROUND",149.138523217907,-35.2464990274334,"Playground",1
"PLGR96","HIGGINS","HUDSON STREET NEIGHBOURHOOD PARK","HUDSON STREET NEIGHBOURHOOD PLAYGROUND",149.030101108775,-35.2280649847383,"Playground",1
"PLGR97","HIGGINS","RICH STREET NEIGHBOURHOOD PARK","RICH STREET NEIGHBOURHOOD PLAYGROUND",149.021519259539,-35.2302579832939,"Playground",1
"PLGR120","SPENCE","GLASSEY PLACE SPENCE SHOPPING CENTRE","GLASSEY PLACE NEIGHBOURHOOD PLAUYGROUND",149.061699066183,-35.1944783053125,"Playground",1
"PLGR121","HOLT","BRITTEN JONES DRIVE NEIGHBOURHOOD PARK","BRITTEN JONES DRIVE NEIGHBOURHOOD PLAYGROUND",149.002706275543,-35.2233571592352,"Playground",1
"PLGR122","HOLT","CAZALY CLOSE NEIGHBOURHOOD PARK","CAZALY CLOSE NEIGHBOURHOOD PLAYGROUND",149.013208347648,-35.2289662562078,"Playground",1
"PLGR9","DOWNER","COLE STREET NEIGHBOURHOOD PARK","COLE STREET NEIGHBOURHOOD PLAYGROUND",149.148810546503,-35.2448453279735,"Playground",1
"PLGR123","HOLT","BOYLE PLACE","BOYLE PLACE",149.009535270204,-35.2256027662623,"Playground",1
"PLGR126","HOLT","HARDWICK CRESCENT SHOPPING CENTRE","HARDWICK CRESCENT NEIGHBOURHOOD PLAYGROUND",149.019234562176,-35.2222987741339,"Playground",1
"PLGR130","BELCONNEN","DIDDAMS CLOSE (WEST)","GINNINDERRA PENINSULA DISTRICT PARK",149.074477966125,-35.2293025311872,"Playground",1
