Date,Vehicle body type,Motive power,MAI Insurance class,TPI Insurance class,Count
03/01/2016 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Person,Goods vehicles over 4500kg GVM,4
03/01/2016 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Goods vehicles over 4500kg GVM,70
03/01/2016 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Passenger Vehicle,7
03/01/2016 12:00:00 AM,GOODS TRAILER,,Person,Trailer,25982
03/01/2016 12:00:00 AM,GOODS TRAILER,,Organisation,Trailer,2027
03/01/2016 12:00:00 AM,GRADER,Diesel,Organisation,Miscellaneous,4
03/01/2016 12:00:00 AM,GRADER,Diesel,Person,Miscellaneous,1
03/01/2016 12:00:00 AM,GRADER,Diesel,Organisation,Goods vehicles over 4500kg GVM,2
03/01/2016 12:00:00 AM,HORSE FLOAT,,Organisation,Trailer,13
03/01/2016 12:00:00 AM,HORSE FLOAT,,Person,Trailer,414
03/01/2016 12:00:00 AM,JINKER,,Organisation,Trailer,1
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Drive Yourself Vehicle,1
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Person,Taxi,13
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),2
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),6
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Person,Bus or tourist vehicle Seating 17 or more (including Driver),1
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Person,Bus or tourist vehicle Seating 16 or less (including Driver),7
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Person,Private Hire Car,1
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Person,Passenger Vehicle,56
03/01/2016 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Passenger Vehicle,106
03/01/2016 12:00:00 AM,LIGHT BUS,LPG,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Person,Drive Yourself Vehicle,1
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Passenger Vehicle,75
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Person,Taxi,6
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),3
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Person,Passenger Vehicle,32
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Person,Bus or tourist vehicle Seating 16 or less (including Driver),4
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Taxi,1
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Drive Yourself Vehicle,3
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Bus or tourist vehicle Seating 16 or less (including Driver),1
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Organisation,Passenger Vehicle,1
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Taxi,5
03/01/2016 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Passenger Vehicle,4
03/01/2016 12:00:00 AM,LIGHT SEMITRAILER,,Organisation,Trailer,1
03/01/2016 12:00:00 AM,LIGHT TRACTOR,Diesel,Person,Miscellaneous,3
03/01/2016 12:00:00 AM,LIGHT TRACTOR,Diesel,Organisation,Miscellaneous,19
03/01/2016 12:00:00 AM,LIGHT TRACTOR,Diesel,Person,Historic,1
03/01/2016 12:00:00 AM,LIGHT TRACTOR,Petrol,Organisation,Miscellaneous,4
03/01/2016 12:00:00 AM,LIGHT TRACTOR,Petrol,Person,Historic,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,CNG,Person,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Drive Yourself Vehicle,4
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,5
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Police Vehicle,11
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Passenger Vehicle,6
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles up to 4500kg GVM,3764
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles up to 4500kg GVM,9911
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Police Vehicle,3
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Fire Fighting,3
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Passenger Vehicle,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Drive Yourself Vehicle,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles over 4500kg GVM,3
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Fire Fighting,6
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,13
03/01/2016 12:00:00 AM,LIGHT TRUCK,Electric,Person,Goods vehicles up to 4500kg GVM,4
03/01/2016 12:00:00 AM,LIGHT TRUCK,Electric,Organisation,Goods vehicles up to 4500kg GVM,29
03/01/2016 12:00:00 AM,LIGHT TRUCK,LPG,Person,Goods vehicles up to 4500kg GVM,372
03/01/2016 12:00:00 AM,LIGHT TRUCK,LPG,Organisation,Fire Fighting,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,LPG,Organisation,Goods vehicles up to 4500kg GVM,95
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Passenger Vehicle,5
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Goods vehicles up to 4500kg GVM,9102
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Break Down Vehicle,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Miscellaneous,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Police Vehicle,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Vintage,3
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Fire Fighting,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Historic,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Vintage,3
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Police Vehicle,6
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Goods vehicles up to 4500kg GVM,1844
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Historic,30
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Cng Option,Person,Goods vehicles up to 4500kg GVM,2
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Cng Option,Organisation,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Organisation,Passenger Vehicle,1
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,51
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,384
03/01/2016 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Person,Fire Fighting,1
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Miscellaneous,1
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Diesel,Person,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Police Vehicle,1
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,3
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Goods vehicles up to 4500kg GVM,3
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Petrol,Person,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,MACHINERY TRUCK,Petrol,Organisation,Historic,1
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Miscellaneous,8
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Person,Goods vehicles over 4500kg GVM,2
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Police Vehicle,1
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Goods vehicles over 4500kg GVM,8
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,,Person,Trailer,4
03/01/2016 12:00:00 AM,MACHINERY/EQUIPMENT,,Organisation,Trailer,10
03/01/2016 12:00:00 AM,MISCELLAN TRAILER,,Person,Trailer,325
03/01/2016 12:00:00 AM,MISCELLAN TRAILER,,Organisation,Trailer,58
03/01/2016 12:00:00 AM,MOBILE CRANE,Diesel,Person,Mobile Crane,1
03/01/2016 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Mobile Crane,20
03/01/2016 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Miscellaneous,5
03/01/2016 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Goods vehicles over 4500kg GVM,6
03/01/2016 12:00:00 AM,MOBILE HOME,Diesel,Organisation,Passenger Vehicle,1
03/01/2016 12:00:00 AM,MOBILE HOME,Diesel,Person,Passenger Vehicle,27
03/01/2016 12:00:00 AM,MOBILE HOME,Petrol,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,MOBILE HOME,Petrol Or Lpg Option,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,MOBILE WORK TOWER,Diesel,Organisation,Goods vehicles over 4500kg GVM,9
03/01/2016 12:00:00 AM,MOBILE WORK TOWER,Diesel,Organisation,Miscellaneous,5
03/01/2016 12:00:00 AM,MOTORBIKE,Diesel,Person,Motorcycle engine capacity over 300cc but not over 600cc,1
03/01/2016 12:00:00 AM,MOTORBIKE,Diesel,Person,Motorcycle engine capacity not over 300cc,1
03/01/2016 12:00:00 AM,MOTORBIKE,Electric,Person,Motorcycle engine capacity not over 300cc,7
03/01/2016 12:00:00 AM,MOTORBIKE,Other,Person,Motorcycle engine capacity over 300cc but not over 600cc,1
03/01/2016 12:00:00 AM,MOTORBIKE,Other,Person,Motorcycle engine capacity over 600cc,1
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity not over 300cc,274
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity not over 300cc,3850
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Veteran,40
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity over 600cc,348
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity over 600cc,6636
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity over 300cc but not over 600cc,43
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Vintage,62
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity over 300cc but not over 600cc,1296
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Person,Historic,203
03/01/2016 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Police Vehicle,12
03/01/2016 12:00:00 AM,MOTORTRIKE,Petrol,Organisation,Motorcycle engine capacity over 300cc but not over 600cc,1
03/01/2016 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity over 300cc but not over 600cc,3
03/01/2016 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity not over 300cc,7
03/01/2016 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity over 600cc,11
03/01/2016 12:00:00 AM,PANTECHNICON,CNG,Organisation,Goods vehicles over 4500kg GVM,1
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Passenger Vehicle,4
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Person,Passenger Vehicle,5
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Drive Yourself Vehicle,1
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Goods vehicles over 4500kg GVM,154
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Fire Fighting,1
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Person,Goods vehicles over 4500kg GVM,49
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),1
03/01/2016 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Police Vehicle,1
03/01/2016 12:00:00 AM,PANTECHNICON,Hybrid,Organisation,Goods vehicles over 4500kg GVM,3
03/01/2016 12:00:00 AM,PANTECHNICON,Petrol,Organisation,Goods vehicles over 4500kg GVM,3
03/01/2016 12:00:00 AM,PANTECHNICON,,Person,Trailer,1
03/01/2016 12:00:00 AM,PANTECHNICON,,Organisation,Trailer,20
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Passenger Vehicle,296
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Bus or tourist vehicle Seating 17 or more (including Driver),1
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Goods vehicles up to 4500kg GVM,2
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Bus or tourist vehicle Seating 16 or less (including Driver),1
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Passenger Vehicle,100
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Private Hire Car,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Person,Police Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Goods vehicles up to 4500kg GVM,2
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Police Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Diesel Or Lpg Option,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Electric,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,LPG,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Drive Yourself Vehicle,4
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Historic,2
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Taxi,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Organisation,Drive Yourself Vehicle,5
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Passenger Vehicle,1163
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Organisation,Passenger Vehicle,150
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Private Hire Car,3
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Rideshare Vehicle,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol,Person,Goods vehicles up to 4500kg GVM,2
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol Or Lpg Option,Person,Taxi,1
03/01/2016 12:00:00 AM,PASSENGER VAN,Petrol Or Lpg Option,Person,Passenger Vehicle,11
03/01/2016 12:00:00 AM,PLANT,Diesel,Organisation,Miscellaneous,188
03/01/2016 12:00:00 AM,PLANT,Diesel,Organisation,Fire Fighting,2
03/01/2016 12:00:00 AM,PLANT,Diesel,Person,Miscellaneous,10
03/01/2016 12:00:00 AM,PLANT,Electric,Organisation,Miscellaneous,13
03/01/2016 12:00:00 AM,PLANT,LPG,Organisation,Miscellaneous,2
03/01/2016 12:00:00 AM,PLANT,Petrol,Person,Miscellaneous,2
03/01/2016 12:00:00 AM,PLANT,Petrol,Organisation,Miscellaneous,28
03/01/2016 12:00:00 AM,PLANT,Petrol Or Lpg Option,Organisation,Miscellaneous,9
03/01/2016 12:00:00 AM,REFRIGERATED VAN,Diesel,Organisation,Goods vehicles over 4500kg GVM,31
03/01/2016 12:00:00 AM,REFRIGERATED VAN,Diesel,Organisation,Passenger Vehicle,2
03/01/2016 12:00:00 AM,REFRIGERATED VAN,Diesel,Person,Goods vehicles over 4500kg GVM,10
03/01/2016 12:00:00 AM,REFRIGERATED VAN,Diesel,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,REFRIGERATED VAN,,Person,Trailer,6
03/01/2016 12:00:00 AM,REFRIGERATED VAN,,Organisation,Trailer,8
03/01/2016 12:00:00 AM,RIGID BUS,CNG,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),3
03/01/2016 12:00:00 AM,RIGID BUS,CNG,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),67
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),401
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Person,Bus or tourist vehicle Seating 17 or more (including Driver),15
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Organisation,Drive Yourself Vehicle,2
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),8
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Organisation,Passenger Vehicle,81
03/01/2016 12:00:00 AM,RIGID BUS,Diesel,Person,Passenger Vehicle,8
03/01/2016 12:00:00 AM,RIGID BUS,Petrol,Organisation,Passenger Vehicle,6
03/01/2016 12:00:00 AM,RIGID BUS,Petrol,Person,Bus or tourist vehicle Seating 17 or more (including Driver),1
03/01/2016 12:00:00 AM,RIGID BUS,Petrol,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),1
03/01/2016 12:00:00 AM,SEDAN,Diesel,Organisation,Passenger Vehicle,631
03/01/2016 12:00:00 AM,SEDAN,Diesel,Person,Drive Yourself Vehicle,1
03/01/2016 12:00:00 AM,SEDAN,Diesel,Organisation,Private Hire Car,2
03/01/2016 12:00:00 AM,SEDAN,Diesel,Person,Passenger Vehicle,5665
03/01/2016 12:00:00 AM,SEDAN,Diesel,Person,Rideshare Vehicle,9
03/01/2016 12:00:00 AM,SEDAN,Diesel Or Lpg Option,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,SEDAN,Electric,Person,Passenger Vehicle,86
03/01/2016 12:00:00 AM,SEDAN,Electric,Organisation,Passenger Vehicle,22
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Organisation,Passenger Vehicle,185
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Person,Rideshare Vehicle,10
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Person,Taxi,151
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Organisation,Rideshare Vehicle,1
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Organisation,Taxi,41
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Organisation,Private Hire Car,3
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Person,Private Hire Car,1
03/01/2016 12:00:00 AM,SEDAN,Hybrid,Person,Passenger Vehicle,1165
03/01/2016 12:00:00 AM,SEDAN,LPG,Organisation,Passenger Vehicle,112
03/01/2016 12:00:00 AM,SEDAN,LPG,Organisation,Taxi,1
03/01/2016 12:00:00 AM,SEDAN,LPG,Person,Taxi,25
03/01/2016 12:00:00 AM,SEDAN,LPG,Person,Private Hire Car,1
03/01/2016 12:00:00 AM,SEDAN,LPG,Person,Historic,3
03/01/2016 12:00:00 AM,SEDAN,LPG,Person,Passenger Vehicle,349
03/01/2016 12:00:00 AM,SEDAN,Other,Organisation,Passenger Vehicle,19
03/01/2016 12:00:00 AM,SEDAN,Other,Person,Passenger Vehicle,148
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Drive Yourself Vehicle,728
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Historic,2
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Goods vehicles up to 4500kg GVM,4
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Historic,565
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Police Vehicle,85
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Police Vehicle,25
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Rideshare Vehicle,118
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Passenger Vehicle,140795
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Passenger Vehicle,10925
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Vintage,29
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Veteran,6
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Taxi,16
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Private Hire Car,18
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Rideshare Vehicle,7
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Private Hire Car,7
03/01/2016 12:00:00 AM,SEDAN,Petrol,Organisation,Taxi,5
03/01/2016 12:00:00 AM,SEDAN,Petrol,Person,Drive Yourself Vehicle,44
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Cng Option,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Organisation,Passenger Vehicle,60
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Historic,2
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Taxi,4
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Organisation,Taxi,1
03/01/2016 12:00:00 AM,SEDAN,Petrol Or Lpg Option,Person,Passenger Vehicle,736
03/01/2016 12:00:00 AM,SKEL,Diesel,Person,Goods vehicles over 4500kg GVM,2
03/01/2016 12:00:00 AM,SKEL TRAILER,,Person,Trailer,2
03/01/2016 12:00:00 AM,SKEL TRAILER,,Organisation,Trailer,10
03/01/2016 12:00:00 AM,SKID STEER,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
03/01/2016 12:00:00 AM,STATION WAGON,CNG,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Private Hire Car,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Drive Yourself Vehicle,2
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Rideshare Vehicle,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Taxi,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Drive Yourself Vehicle,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Police Vehicle,14
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Passenger Vehicle,14184
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Goods vehicles up to 4500kg GVM,16
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Passenger Vehicle,2492
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Person,Rideshare Vehicle,8
03/01/2016 12:00:00 AM,STATION WAGON,Diesel,Organisation,Police Vehicle,24
03/01/2016 12:00:00 AM,STATION WAGON,Diesel Or Lpg Option,Person,Passenger Vehicle,8
03/01/2016 12:00:00 AM,STATION WAGON,Diesel Or Lpg Option,Organisation,Passenger Vehicle,1
03/01/2016 12:00:00 AM,STATION WAGON,Electric,Person,Passenger Vehicle,5
03/01/2016 12:00:00 AM,STATION WAGON,Electric,Organisation,Passenger Vehicle,2
03/01/2016 12:00:00 AM,STATION WAGON,Hybrid,Organisation,Passenger Vehicle,34
03/01/2016 12:00:00 AM,STATION WAGON,Hybrid,Person,Passenger Vehicle,157
03/01/2016 12:00:00 AM,STATION WAGON,Hybrid,Person,Taxi,4
03/01/2016 12:00:00 AM,STATION WAGON,Hybrid,Person,Rideshare Vehicle,2
03/01/2016 12:00:00 AM,STATION WAGON,LPG,Person,Taxi,21
03/01/2016 12:00:00 AM,STATION WAGON,LPG,Organisation,Taxi,3
03/01/2016 12:00:00 AM,STATION WAGON,LPG,Person,Passenger Vehicle,250
03/01/2016 12:00:00 AM,STATION WAGON,LPG,Organisation,Passenger Vehicle,29
03/01/2016 12:00:00 AM,STATION WAGON,Other,Person,Passenger Vehicle,6
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Taxi,2
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Drive Yourself Vehicle,49
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Veteran,1
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Historic,26
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Goods vehicles up to 4500kg GVM,8
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Vintage,1
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Passenger Vehicle,45478
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Passenger Vehicle,4956
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Police Vehicle,52
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Vintage,2
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Private Hire Car,1
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Rideshare Vehicle,5
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Drive Yourself Vehicle,3
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Rideshare Vehicle,40
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Person,Police Vehicle,10
03/01/2016 12:00:00 AM,STATION WAGON,Petrol,Organisation,Undertaker's,4
03/01/2016 12:00:00 AM,STATION WAGON,Petrol Or Cng Option,Person,Passenger Vehicle,2
03/01/2016 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Organisation,Passenger Vehicle,43
03/01/2016 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Organisation,Taxi,1
03/01/2016 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Person,Passenger Vehicle,601
03/01/2016 12:00:00 AM,STATION WAGON,Petrol Or Lpg Option,Person,Taxi,4
03/01/2016 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Organisation,Passenger Vehicle,6
03/01/2016 12:00:00 AM,STATION WAGON,Plug-in Hybrid Electric,Person,Passenger Vehicle,16
03/01/2016 12:00:00 AM,STATION WAGON,Solar,Person,Passenger Vehicle,2
03/01/2016 12:00:00 AM,STOCK CRATE,Diesel,Person,Goods vehicles over 4500kg GVM,2
03/01/2016 12:00:00 AM,STOCK CRATE,,Organisation,Trailer,2
03/01/2016 12:00:00 AM,STOCK CRATE,,Person,Trailer,1
03/01/2016 12:00:00 AM,TANKER,Diesel,Organisation,Goods vehicles over 4500kg GVM,46
03/01/2016 12:00:00 AM,TANKER,Diesel,Organisation,Fire Fighting,3
03/01/2016 12:00:00 AM,TANKER,Diesel,Person,Passenger Vehicle,1
03/01/2016 12:00:00 AM,TANKER,Diesel,Person,Goods vehicles over 4500kg GVM,4
