Date,Vehicle body type,Motive power,MAI Insurance class,TPI Insurance class,Count
07/01/2015 12:00:00 AM,AMBULANCE,Diesel,Organisation,Ambulance,33
07/01/2015 12:00:00 AM,AMBULANCE,Diesel,Person,Ambulance,1
07/01/2015 12:00:00 AM,AMBULANCE,Diesel,Organisation,Goods vehicles up to 4500kg GVM,1
07/01/2015 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Goods vehicles over 4500kg GVM,8
07/01/2015 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Passenger Vehicle,1
07/01/2015 12:00:00 AM,ARMOURED VEHICLE,Diesel,Organisation,Police Vehicle,4
07/01/2015 12:00:00 AM,ARTICULATED BUS,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),35
07/01/2015 12:00:00 AM,BACKHOE,Diesel,Organisation,Goods vehicles over 4500kg GVM,3
07/01/2015 12:00:00 AM,BACKHOE,Diesel,Person,Miscellaneous,6
07/01/2015 12:00:00 AM,BACKHOE,Diesel,Organisation,Miscellaneous,15
07/01/2015 12:00:00 AM,BACKHOE,Diesel,Person,Goods vehicles over 4500kg GVM,3
07/01/2015 12:00:00 AM,BIKE TRAILER,,Person,Trailer,301
07/01/2015 12:00:00 AM,BIKE TRAILER,,Organisation,Trailer,12
07/01/2015 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Fire Fighting,2
07/01/2015 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Passenger Vehicle,2
07/01/2015 12:00:00 AM,BIN CARRIER,Diesel,Person,Goods vehicles over 4500kg GVM,5
07/01/2015 12:00:00 AM,BIN CARRIER,Diesel,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,BIN CARRIER,Diesel,Organisation,Goods vehicles over 4500kg GVM,42
07/01/2015 12:00:00 AM,BIN CARRIER,,Organisation,Trailer,5
07/01/2015 12:00:00 AM,BOAT TRAILER,,Organisation,Trailer,180
07/01/2015 12:00:00 AM,BOAT TRAILER,,Person,Trailer,5056
07/01/2015 12:00:00 AM,BONNET PRIME MOVER,Diesel,Organisation,Goods vehicles over 4500kg GVM,55
07/01/2015 12:00:00 AM,BONNET PRIME MOVER,Diesel,Person,Goods vehicles over 4500kg GVM,23
07/01/2015 12:00:00 AM,CAB OVER PRIME MOVER,Diesel,Person,Goods vehicles over 4500kg GVM,16
07/01/2015 12:00:00 AM,CAB OVER PRIME MOVER,Diesel,Organisation,Goods vehicles over 4500kg GVM,52
07/01/2015 12:00:00 AM,CAMPER,Diesel,Person,Goods vehicles up to 4500kg GVM,3
07/01/2015 12:00:00 AM,CAMPER,Diesel,Organisation,Passenger Vehicle,22
07/01/2015 12:00:00 AM,CAMPER,Diesel,Person,Passenger Vehicle,220
07/01/2015 12:00:00 AM,CAMPER,Diesel,Organisation,Police Vehicle,1
07/01/2015 12:00:00 AM,CAMPER,Diesel Or Lpg Option,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,CAMPER,LPG,Person,Passenger Vehicle,2
07/01/2015 12:00:00 AM,CAMPER,Petrol,Person,Historic,1
07/01/2015 12:00:00 AM,CAMPER,Petrol,Person,Goods vehicles up to 4500kg GVM,2
07/01/2015 12:00:00 AM,CAMPER,Petrol,Organisation,Passenger Vehicle,8
07/01/2015 12:00:00 AM,CAMPER,Petrol,Person,Passenger Vehicle,137
07/01/2015 12:00:00 AM,CAMPER,Petrol Or Lpg Option,Person,Passenger Vehicle,10
07/01/2015 12:00:00 AM,CAMPER TRAILER,,Organisation,Trailer,10
07/01/2015 12:00:00 AM,CAMPER TRAILER,,Person,Trailer,1310
07/01/2015 12:00:00 AM,CAR CARRIER,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,CAR CARRIER,,Organisation,Trailer,11
07/01/2015 12:00:00 AM,CAR CARRIER,,Person,Trailer,1
07/01/2015 12:00:00 AM,CAR TRAILER,,Organisation,Trailer,83
07/01/2015 12:00:00 AM,CAR TRAILER,,Person,Trailer,652
07/01/2015 12:00:00 AM,CARAVAN,,Organisation,Trailer,139
07/01/2015 12:00:00 AM,CARAVAN,,Person,Trailer,2522
07/01/2015 12:00:00 AM,CONCRETE BLENDER,Diesel,Person,Goods vehicles over 4500kg GVM,11
07/01/2015 12:00:00 AM,CONCRETE BLENDER,Diesel,Organisation,Passenger Vehicle,1
07/01/2015 12:00:00 AM,CONCRETE BLENDER,Diesel,Organisation,Goods vehicles over 4500kg GVM,60
07/01/2015 12:00:00 AM,CONCRETE BLENDER,Petrol,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,CONCRETE BLENDER,Petrol,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,CONCRETE PUMPER,Diesel,Organisation,Miscellaneous,7
07/01/2015 12:00:00 AM,CONCRETE PUMPER,Diesel,Person,Miscellaneous,2
07/01/2015 12:00:00 AM,CONCRETE PUMPER,Diesel,Organisation,Goods vehicles over 4500kg GVM,7
07/01/2015 12:00:00 AM,CONVERTIBLE,Diesel,Person,Passenger Vehicle,85
07/01/2015 12:00:00 AM,CONVERTIBLE,Diesel,Organisation,Passenger Vehicle,10
07/01/2015 12:00:00 AM,CONVERTIBLE,LPG,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Organisation,Passenger Vehicle,201
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Person,Historic,116
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Organisation,Historic,1
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Person,Passenger Vehicle,1698
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Person,Veteran,5
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Person,Goods vehicles up to 4500kg GVM,1
07/01/2015 12:00:00 AM,CONVERTIBLE,Petrol,Person,Vintage,30
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,CNG,Organisation,Goods vehicles over 4500kg GVM,2
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Goods vehicles over 4500kg GVM,50
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Passenger Vehicle,3
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Person,Passenger Vehicle,2
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Organisation,Break Down Vehicle,1
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,Diesel,Person,Goods vehicles over 4500kg GVM,7
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,,Person,Trailer,10
07/01/2015 12:00:00 AM,CURTAIN SIDE VAN,,Organisation,Trailer,40
07/01/2015 12:00:00 AM,DOLLY,,Organisation,Trailer,1
07/01/2015 12:00:00 AM,DUMP TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,2
07/01/2015 12:00:00 AM,ENCLOSED TRAILER,,Organisation,Trailer,2
07/01/2015 12:00:00 AM,EQUIPMENT TRAILER,,Organisation,Trailer,128
07/01/2015 12:00:00 AM,EQUIPMENT TRAILER,,Person,Trailer,123
07/01/2015 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Historic,2
07/01/2015 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Drive Yourself Vehicle,4
07/01/2015 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Fire Fighting,37
07/01/2015 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,FIRE TRUCK,Diesel,Organisation,Miscellaneous,27
07/01/2015 12:00:00 AM,FIRE TRUCK,Petrol,Organisation,Historic,1
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Organisation,Passenger Vehicle,18
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Person,Goods vehicles over 4500kg GVM,85
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Person,Passenger Vehicle,8
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Organisation,Goods vehicles over 4500kg GVM,310
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Organisation,Break Down Vehicle,1
07/01/2015 12:00:00 AM,FLAT TOP,Diesel,Person,Break Down Vehicle,2
07/01/2015 12:00:00 AM,FLAT TOP,Petrol,Person,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,FLAT TOP,Petrol,Organisation,Goods vehicles over 4500kg GVM,2
07/01/2015 12:00:00 AM,FLAT TOP,,Organisation,Trailer,103
07/01/2015 12:00:00 AM,FLAT TOP,,Person,Trailer,39
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Organisation,Miscellaneous,12
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Person,Miscellaneous,5
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Diesel,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Electric,Organisation,Miscellaneous,4
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Electric,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),LPG,Organisation,Miscellaneous,2
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Petrol,Organisation,Miscellaneous,1
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Petrol Or Lpg Option,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,FORK LIFT (HEAVY),Petrol Or Lpg Option,Organisation,Miscellaneous,6
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Diesel,Organisation,Miscellaneous,12
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Diesel,Person,Miscellaneous,1
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Electric,Organisation,Miscellaneous,5
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),LPG,Organisation,Miscellaneous,18
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Petrol,Organisation,Miscellaneous,3
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Petrol,Person,Miscellaneous,1
07/01/2015 12:00:00 AM,FORK LIFT (LIGHT),Petrol Or Lpg Option,Organisation,Miscellaneous,18
07/01/2015 12:00:00 AM,FRONT END LOADER,Diesel,Organisation,Miscellaneous,7
07/01/2015 12:00:00 AM,FRONT END LOADER,Diesel,Organisation,Goods vehicles over 4500kg GVM,3
07/01/2015 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Goods vehicles over 4500kg GVM,73
07/01/2015 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Organisation,Passenger Vehicle,7
07/01/2015 12:00:00 AM,GARBAGE COMPACTOR,Diesel,Person,Goods vehicles over 4500kg GVM,4
07/01/2015 12:00:00 AM,GOODS TRAILER,,Organisation,Trailer,1983
07/01/2015 12:00:00 AM,GOODS TRAILER,,Person,Trailer,25885
07/01/2015 12:00:00 AM,GRADER,Diesel,Organisation,Goods vehicles over 4500kg GVM,2
07/01/2015 12:00:00 AM,GRADER,Diesel,Organisation,Miscellaneous,4
07/01/2015 12:00:00 AM,GRADER,Diesel,Person,Miscellaneous,2
07/01/2015 12:00:00 AM,HORSE FLOAT,,Organisation,Trailer,11
07/01/2015 12:00:00 AM,HORSE FLOAT,,Person,Trailer,426
07/01/2015 12:00:00 AM,JINKER,,Organisation,Trailer,1
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),2
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Person,Bus or tourist vehicle Seating 16 or less (including Driver),7
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Person,Bus or tourist vehicle Seating 17 or more (including Driver),1
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Person,Passenger Vehicle,54
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Passenger Vehicle,112
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Drive Yourself Vehicle,1
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),6
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Organisation,Police Vehicle,2
07/01/2015 12:00:00 AM,LIGHT BUS,Diesel,Person,Taxi,9
07/01/2015 12:00:00 AM,LIGHT BUS,LPG,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Drive Yourself Vehicle,2
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Person,Taxi,6
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Taxi,1
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),3
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Person,Passenger Vehicle,36
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Organisation,Passenger Vehicle,76
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol,Person,Bus or tourist vehicle Seating 16 or less (including Driver),5
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Bus or tourist vehicle Seating 16 or less (including Driver),1
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Taxi,5
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Person,Passenger Vehicle,5
07/01/2015 12:00:00 AM,LIGHT BUS,Petrol Or Lpg Option,Organisation,Passenger Vehicle,1
07/01/2015 12:00:00 AM,LIGHT SEMITRAILER,,Organisation,Trailer,1
07/01/2015 12:00:00 AM,LIGHT TRACTOR,Diesel,Person,Miscellaneous,3
07/01/2015 12:00:00 AM,LIGHT TRACTOR,Diesel,Organisation,Miscellaneous,19
07/01/2015 12:00:00 AM,LIGHT TRACTOR,Petrol,Person,Historic,3
07/01/2015 12:00:00 AM,LIGHT TRACTOR,Petrol,Organisation,Miscellaneous,4
07/01/2015 12:00:00 AM,LIGHT TRUCK,CNG,Person,Goods vehicles up to 4500kg GVM,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Drive Yourself Vehicle,2
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,5
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Passenger Vehicle,2
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles up to 4500kg GVM,9141
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Police Vehicle,3
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Fire Fighting,8
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Fire Fighting,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Goods vehicles up to 4500kg GVM,3489
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Goods vehicles over 4500kg GVM,4
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Drive Yourself Vehicle,4
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Person,Passenger Vehicle,11
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel,Organisation,Police Vehicle,9
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Diesel Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,12
07/01/2015 12:00:00 AM,LIGHT TRUCK,Electric,Person,Goods vehicles up to 4500kg GVM,4
07/01/2015 12:00:00 AM,LIGHT TRUCK,Electric,Organisation,Goods vehicles up to 4500kg GVM,27
07/01/2015 12:00:00 AM,LIGHT TRUCK,LPG,Person,Fire Fighting,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,LPG,Organisation,Goods vehicles up to 4500kg GVM,104
07/01/2015 12:00:00 AM,LIGHT TRUCK,LPG,Person,Goods vehicles up to 4500kg GVM,385
07/01/2015 12:00:00 AM,LIGHT TRUCK,LPG,Organisation,Fire Fighting,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Other,Person,Goods vehicles up to 4500kg GVM,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Fire Fighting,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Goods vehicles up to 4500kg GVM,9281
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Break Down Vehicle,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Miscellaneous,1
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Historic,27
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Vintage,3
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Fire Fighting,4
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Goods vehicles up to 4500kg GVM,1959
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Police Vehicle,2
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Police Vehicle,7
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Person,Passenger Vehicle,7
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol,Organisation,Historic,2
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol Or Cng Option,Organisation,Goods vehicles up to 4500kg GVM,3
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol Or Cng Option,Person,Goods vehicles up to 4500kg GVM,2
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Organisation,Goods vehicles up to 4500kg GVM,58
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Person,Goods vehicles up to 4500kg GVM,437
07/01/2015 12:00:00 AM,LIGHT TRUCK,Petrol Or Lpg Option,Organisation,Passenger Vehicle,1
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Miscellaneous,2
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Diesel,Person,Goods vehicles up to 4500kg GVM,2
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Police Vehicle,2
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Diesel,Organisation,Goods vehicles up to 4500kg GVM,3
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Petrol,Person,Goods vehicles up to 4500kg GVM,2
07/01/2015 12:00:00 AM,MACHINERY TRUCK,Petrol,Organisation,Historic,1
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Goods vehicles over 4500kg GVM,8
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Person,Goods vehicles over 4500kg GVM,2
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Police Vehicle,1
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,Diesel,Organisation,Miscellaneous,9
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,,Organisation,Trailer,10
07/01/2015 12:00:00 AM,MACHINERY/EQUIPMENT,,Person,Trailer,4
07/01/2015 12:00:00 AM,MISCELLAN TRAILER,,Organisation,Trailer,61
07/01/2015 12:00:00 AM,MISCELLAN TRAILER,,Person,Trailer,331
07/01/2015 12:00:00 AM,MOBILE CRANE,Diesel,Person,Mobile Crane,1
07/01/2015 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Goods vehicles over 4500kg GVM,6
07/01/2015 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Miscellaneous,5
07/01/2015 12:00:00 AM,MOBILE CRANE,Diesel,Organisation,Mobile Crane,18
07/01/2015 12:00:00 AM,MOBILE HOME,Diesel,Person,Passenger Vehicle,32
07/01/2015 12:00:00 AM,MOBILE HOME,Diesel,Organisation,Passenger Vehicle,1
07/01/2015 12:00:00 AM,MOBILE HOME,Petrol Or Lpg Option,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,MOBILE WORK TOWER,Diesel,Organisation,Miscellaneous,6
07/01/2015 12:00:00 AM,MOBILE WORK TOWER,Diesel,Organisation,Goods vehicles over 4500kg GVM,7
07/01/2015 12:00:00 AM,MOTORBIKE,Diesel,Person,Motorcycle engine capacity over 300cc but not over 600cc,1
07/01/2015 12:00:00 AM,MOTORBIKE,Diesel,Person,Historic,1
07/01/2015 12:00:00 AM,MOTORBIKE,Diesel,Person,Motorcycle engine capacity not over 300cc,1
07/01/2015 12:00:00 AM,MOTORBIKE,Electric,Person,Motorcycle engine capacity not over 300cc,7
07/01/2015 12:00:00 AM,MOTORBIKE,Other,Person,Motorcycle engine capacity over 300cc but not over 600cc,1
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Veteran,37
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity over 300cc but not over 600cc,43
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity over 300cc but not over 600cc,1183
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity over 600cc,5417
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Police Vehicle,14
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Historic,192
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Vintage,66
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity over 600cc,300
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Organisation,Motorcycle engine capacity not over 300cc,254
07/01/2015 12:00:00 AM,MOTORBIKE,Petrol,Person,Motorcycle engine capacity not over 300cc,3684
07/01/2015 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity over 600cc,9
07/01/2015 12:00:00 AM,MOTORTRIKE,Petrol,Organisation,Motorcycle engine capacity over 300cc but not over 600cc,1
07/01/2015 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity not over 300cc,6
07/01/2015 12:00:00 AM,MOTORTRIKE,Petrol,Person,Motorcycle engine capacity over 300cc but not over 600cc,1
07/01/2015 12:00:00 AM,PANTECHNICON,CNG,Organisation,Goods vehicles over 4500kg GVM,1
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Police Vehicle,1
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Person,Passenger Vehicle,5
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),1
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Goods vehicles over 4500kg GVM,160
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Drive Yourself Vehicle,1
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Passenger Vehicle,5
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Person,Goods vehicles over 4500kg GVM,48
07/01/2015 12:00:00 AM,PANTECHNICON,Diesel,Organisation,Fire Fighting,1
07/01/2015 12:00:00 AM,PANTECHNICON,Hybrid,Organisation,Goods vehicles over 4500kg GVM,3
07/01/2015 12:00:00 AM,PANTECHNICON,Petrol,Organisation,Goods vehicles over 4500kg GVM,3
07/01/2015 12:00:00 AM,PANTECHNICON,,Organisation,Trailer,14
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Police Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Bus or tourist vehicle Seating 16 or less (including Driver),1
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Bus or tourist vehicle Seating 17 or more (including Driver),1
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Goods vehicles up to 4500kg GVM,4
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Police Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Private Hire Car,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Goods vehicles up to 4500kg GVM,2
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Person,Passenger Vehicle,276
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel,Organisation,Passenger Vehicle,87
07/01/2015 12:00:00 AM,PASSENGER VAN,Diesel Or Lpg Option,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Electric,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,LPG,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Organisation,Police Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Organisation,Passenger Vehicle,159
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Taxi,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Drive Yourself Vehicle,4
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Passenger Vehicle,1141
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Historic,3
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Organisation,Drive Yourself Vehicle,6
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Goods vehicles up to 4500kg GVM,4
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Police Vehicle,1
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol,Person,Private Hire Car,2
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol Or Lpg Option,Person,Passenger Vehicle,11
07/01/2015 12:00:00 AM,PASSENGER VAN,Petrol Or Lpg Option,Person,Taxi,1
07/01/2015 12:00:00 AM,PLANT,Diesel,Organisation,Fire Fighting,5
07/01/2015 12:00:00 AM,PLANT,Diesel,Person,Miscellaneous,4
07/01/2015 12:00:00 AM,PLANT,Diesel,Organisation,Miscellaneous,182
07/01/2015 12:00:00 AM,PLANT,Electric,Organisation,Miscellaneous,13
07/01/2015 12:00:00 AM,PLANT,LPG,Organisation,Miscellaneous,2
07/01/2015 12:00:00 AM,PLANT,Petrol,Person,Miscellaneous,2
07/01/2015 12:00:00 AM,PLANT,Petrol,Organisation,Miscellaneous,30
07/01/2015 12:00:00 AM,PLANT,Petrol Or Lpg Option,Organisation,Miscellaneous,9
07/01/2015 12:00:00 AM,REFRIGERATED VAN,Diesel,Organisation,Passenger Vehicle,4
07/01/2015 12:00:00 AM,REFRIGERATED VAN,Diesel,Organisation,Goods vehicles over 4500kg GVM,33
07/01/2015 12:00:00 AM,REFRIGERATED VAN,Diesel,Person,Goods vehicles over 4500kg GVM,9
07/01/2015 12:00:00 AM,REFRIGERATED VAN,Diesel,Person,Passenger Vehicle,1
07/01/2015 12:00:00 AM,REFRIGERATED VAN,,Person,Trailer,4
07/01/2015 12:00:00 AM,REFRIGERATED VAN,,Organisation,Trailer,8
07/01/2015 12:00:00 AM,RIGID BUS,CNG,Organisation,Bus or tourist vehicle Seating 17 or more (including Driver),67
07/01/2015 12:00:00 AM,RIGID BUS,CNG,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),3
07/01/2015 12:00:00 AM,RIGID BUS,Diesel,Organisation,Bus or tourist vehicle Seating 16 or less (including Driver),7
07/01/2015 12:00:00 AM,RIGID BUS,Diesel,Organisation,Drive Yourself Vehicle,1
07/01/2015 12:00:00 AM,RIGID BUS,Diesel,Organisation,Passenger Vehicle,80
