stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding
1458,,Hebblewhite St after Forwood St,-35.411989,149.087664,,,0,0
1459,,Hebblewhite St before Burnell Pl,-35.412096,149.087407,,,0,0
1460,,Harricks Cr after 1st Michell St,-35.410713,149.091178,,,0,0
1461,,Harricks Cr after 1st Michell St,-35.410765,149.090883,,,0,0
1462,,Harricks Cr after 1st Cracknell St,-35.408807,149.092679,,,0,0
1463,,Harricks Cr opp 2nd Cracknell St,-35.408936,149.092449,,,0,0
1466,,Wheeler Cr after Sternberg Cr,-35.402337,149.091783,,,0,0
1467,,Wheeler Cr before Hanna St,-35.400526,149.089227,,,0,0
1468,,Wheeler Cr before Sternberg Cr,-35.402094,149.091797,,,0,0
1469,,Wheeler Cr opp Hanna St,-35.400409,149.089292,,,0,0
1470,,Wheeler Cr after Guthridge Cr,-35.398153,149.088372,,,0,0
1471,,Wheeler Cr after Kirkton St,-35.398117,149.088481,,,0,0
1472,,Wanniassa HS Wheeler Cr,-35.394803,149.086693,,,0,0
1473,,Wheeler Cr opp Wanniassa HS,-35.394653,149.086594,,,0,0
1486,,Clift Cr after Ashley Dr,-35.424738,149.104019,,,0,0
1487,,Clift Cr before Ashley Dr,-35.424897,149.104043,,,0,0
1488,,29 Clift Cr,-35.42628,149.107056,,,0,0
1489,,Clift Cr opp 29,-35.426372,149.107042,,,0,0
1490,,Clift Cr before 2nd Kiddle Cr,-35.427562,149.109589,,,0,0
1491,,Clift Cr opp 1st Kiddle Cr,-35.427624,149.10978,,,0,0
1492,,Clift Cr before Heagney Cr,-35.426282,149.112288,,,0,0
1493,,Clift Cr opp Heagney Cr,-35.426308,149.112478,,,0,0
1494,,Heagney Cr before Beattie Cr,-35.425383,149.114077,,,0,0
1495,,Heagney Cr before 2nd Mclorinan St,-35.425238,149.114285,,,0,0
1496,,Beattie Cr before 2nd McBurney Cr,-35.422762,149.112019,,,0,0
1497,,Beattie Cr before Swanton St,-35.423058,149.112178,,,0,0
1498,,Beattie Cr after Hemmings Cr,-35.420984,149.113621,,,0,0
1499,,Beattie Cr opp Hemmings Cr,-35.420965,149.113865,,,0,0
1500,,Beattie Cr after Goldstein Cr,-35.418313,149.115569,,,0,0
1501,,Beattie Cr after 2nd Longman St,-35.418601,149.115219,,,0,0
1504,,Gowrie Shops Castleton Cr,-35.41387,149.109327,,,0,0
1505,,Castleton Cr opp Gowrie Shops,-35.414013,149.109397,,,0,0
1506,,Castleton Cr after 2nd Wheatley St,-35.412066,149.105807,,,0,0
1507,,Castleton Cr opp 1st Wheatley St,-35.411981,149.105556,,,0,0
1508,,Castleton Cr before Easterbrook Pl,-35.409963,149.104886,,,0,0
1509,,Castleton Cr opp Easterbrook Pl,-35.41009,149.104967,,,0,0
1510,,Castleton Cr after Farcomb Pl,-35.407349,149.106466,,,0,0
1511,,Castleton Cr after Middleton Cct,-35.407182,149.106505,,,0,0
1512,,Castleton Cr after Peeler Pl,-35.406056,149.111056,,,0,0
1513,,Castleton Cr before Wray Pl,-35.406197,149.111205,,,0,0
1529,,Bugden Av after Mactier Pl,-35.414471,149.104533,,,0,0
1530,,Bugden Av opp Denehy Pl,-35.414685,149.104606,,,0,0
1531,,Bugden Av after 1st Dalziel St,-35.417136,149.104855,,,0,0
1532,,Bugden Av after 1st Stacy St,-35.416935,149.104787,,,0,0
1533,,Bugden Av after 2nd Dalziel St,-35.418079,149.107385,,,0,0
1534,,Bugden Av before 1st Ingram St,-35.417955,149.107856,,,0,0
1535,,Bugden Av after Beardsmore Pl,-35.415811,149.10984,,,0,0
1536,,Bugden Av before 2nd Galleghan Cct,-35.415728,149.110049,,,0,0
1537,,Norriss St after 1st Woodburn St,-35.416852,149.117772,,,0,0
1538,,Norriss St opp 2nd Woodburn St,-35.416912,149.117961,,,0,0
1539,,Norriss St opp Caroline Chisholm Senior School,-35.416431,149.121032,,,0,0
1540,,Caroline Chisholm Senior School Norriss St,-35.416575,149.120836,,,0,0
1542,,Hambidge Cr before Proctor St,-35.416041,149.130189,,,0,0
1543,,Hambidge Cr opp 64,-35.418268,149.127212,,,0,0
1544,,64 Hambidge Cr,-35.418097,149.127335,,,0,0
1545,,Hambidge Cr after 1st Alice Jackson Cr,-35.416602,149.129855,,,0,0
1546,,Baskerville St after Hambidge Cr,-35.41953,149.125425,,,0,0
1547,,Baskerville St before Hambidge Cr,-35.419584,149.125331,,,0,0
1548,,Baskerville St before 1st Laughton St,-35.422051,149.12439,,,0,0
1549,,Baskerville St opp 2nd Laughton St,-35.421961,149.124524,,,0,0
1550,,Heagney Cr after Alston St,-35.424281,149.123477,,,0,0
1551,,Heagney Cr after 1st Muntz St,-35.424407,149.123683,,,0,0
1552,,Heagney Cr after Goldstein Cr,-35.424252,149.121332,,,0,0
1553,,Heagney Cr before 1st Moffin St,-35.424343,149.121259,,,0,0
1554,,Heagney Cr after 2nd Mofflin St,-35.424314,149.117442,,,0,0
1555,,Heagney Cr opp 2nd McLorinan St,-35.4242,149.117209,,,0,0
1556,,Richardson Shops Clift Cr,-35.427259,149.115792,,,0,0
1557,,Clift Cr opp Meeson St,-35.428668,149.118497,,,0,0
1558,,Clift Cr before Meeson St,-35.428604,149.11858,,,0,0
1559,,Clift Cr opp Richardson Shops,-35.427334,149.116004,,,0,0
1560,,Louisa Lawson Cr before Gellatly Pl,-35.417691,149.137217,,,0,0
1561,,Louisa Lawson Cr after 1st May Maxwell Cr,-35.4176,149.13726,,,0,0
1562,,Louisa Lawson Cr after Fenston Pl,-35.416144,149.139438,,,0,0
1563,,Louisa Lawson Cr opp Fenston Pl,-35.416088,149.139358,,,0,0
1564,,Louisa Lawson Cr before 1st Aronson Cr,-35.412316,149.137509,,,0,0
1565,,Louisa Lawson Cr after 2nd Willoughby Cr,-35.412259,149.1374,,,0,0
1566,,Louisa Lawson Cr before 2nd Willoughby Cr,-35.412511,149.135275,,,0,0
1567,,Louisa Lawson Cr after 1st Aronson Cr,-35.412578,149.135104,,,0,0
1568,,Louisa Lawson Cr before 2nd Aronson Cr,-35.413875,149.133002,,,0,0
1569,,Louisa Lawson Cr before Litchfield Pl,-35.413853,149.132904,,,0,0
1576,,Duggan St after Outtrim Av,-35.436524,149.097743,,,0,0
1577,,Duggan St before Outtrim Av,-35.436485,149.097607,,,0,0
1596,,Newman-Morris Cct before Taverner St,-35.404247,149.077479,,,0,0
1597,,Newman-Morris Cct after Taverner St,-35.404262,149.077609,,,0,0
1599,,McBryde Cr opp Trinity Christian School,-35.407416,149.087085,,,0,0
1600,,Trinity Christian School McBryde Cr,-35.407527,149.086841,,,0,0
1601,,Ashley Dr before Michaelis Ct,-35.403464,149.101639,,,0,0
1602,,Ashley Dr before Lansell Cct,-35.403512,149.101825,,,0,0
1606,,Calwell HS Casey Cr,-35.441239,149.116884,,,0,0
1608,,St Clares College McMillan Cr SSO,-35.323219,149.146183,,,0,0
1609,,St Edmunds College McMillan Cr SSO,-35.323215,149.146033,,,0,0
1615,,Holy Family PS Castleton Cr,-35.410953,149.115701,,,0,0
1630,,Laurens St before McBryde Cr,-35.406727,149.08429,,,0,0
1631,,Laurens St after McBryde Cr,-35.40687,149.084323,,,0,0
1637,,Weston Creek Terminus Hindmarsh Dr,-35.343932,149.027668,,,0,0
1638,,Forsythe St before Pockett Av,-35.47449,149.094704,,,0,0
1639,,Forsythe St after Pockett Av,-35.474525,149.094926,,,0,0
1641,,Lanyon Marketplace Terminus,-35.45616,149.092291,,,0,0
1642,,Barraclough Cr opp Goodwin Village,-35.416332,149.096259,,,0,0
1649,,Lawrence Wackett Cr before Tharwa Dr,-35.442646,149.122636,,,0,0
1650,,Lawrence Wackett Cr after Scantlebury Cr,-35.442652,149.122792,,,0,0
1651,,Goodwin Village Barraclough Cr,-35.41628,149.095901,,,0,0
1660,,Barr Smith Av after 1st Derrington Cr,-35.432228,149.07665,,,0,0
1661,,Barr Smith Av before 2nd Derrington Cr,-35.430812,149.074816,,,0,0
1666,,Gordon PS Knoke Av,-35.458172,149.086239,,,0,0
1667,,Duggan St before Downard St,-35.438992,149.098285,,,0,0
1668,,Duggan St before Pennington Cr,-35.439074,149.0982,,,0,0
1669,,Clive Steele Av opp 187,-35.41987,149.085653,,,0,0
1670,,189 Clive Steele Av,-35.419968,149.085854,,,0,0
1671,,Clive Steele Av opp Falconer St,-35.421359,149.088592,,,0,0
1672,,Clive Steele Av after Falconer St,-35.421377,149.08875,,,0,0
1675,,Forsythe St after Bellchambers Cr,-35.475141,149.097619,,,0,0
1676,,Forsythe St after 1st Smeaton Cct,-35.474882,149.097154,,,0,0
1677,,Forsythe St after 2nd Olive Pink Cr,-35.476552,149.099793,,,0,0
1678,,Forsythe St after 2nd Smeaton Cct,-35.476443,149.099815,,,0,0
1679,,Forsythe St after 2nd Alison Ashby Cr,-35.475241,149.101068,,,0,0
1680,,73 Forsythe St,-35.47499,149.100909,,,0,0
1681,,Paperbark St after Galbraith Cl,-35.472399,149.103205,,,0,0
1682,,Paperbark St after Troughton St,-35.472405,149.103104,,,0,0
1683,,Paperbark St before 2nd Kettlewell Cr,-35.469199,149.104669,,,0,0
1684,,Paperbark St opp 1st Kettlewell Cr,-35.469855,149.104424,,,0,0
1685,,Paperbark St after 1st Kettlewell Cr,-35.468349,149.105689,,,0,0
1686,,Paperbark St before Jane Sutherland St,-35.468242,149.105985,,,0,0
1687,,Templestowe Av after Eaglemont Rt,-35.463891,149.111349,,,0,0
1688,,Templestowe Av opp Eaglemont Rt,-35.46383,149.111208,,,0,0
1689,,Templestowe Av after 2nd Barringer St,-35.462639,149.109789,,,0,0
1690,,Templestowe Av opp 2nd Barringer St,-35.462751,149.109494,,,0,0
1691,,Templestowe Av after 1st Barringer St,-35.462497,149.107923,,,0,0
1692,,Templestowe Av opp 2nd Barringer St,-35.462229,149.107194,,,0,0
1696,,Barr Smith Av opp 2nd Derrington Cr,-35.43218,149.076794,,,0,0
1697,,Barr Smith Av opp 1st Derrington Cr,-35.430952,149.075074,,,0,0
1698,,Bugden Av opp Holy Family PS,-35.410042,149.118399,,,0,0
1699,,Holy Family PS Bugden Av,-35.410011,149.118277,,,0,0
1708,,City Interchange Plt 7 Arrivals,-35.277895,149.130764,,https://www.transport.act.gov.au/__data/assets/pdf_file/0008/1244195/TC_station_city.pdf,0,0
1721,,City Interchange Plt 11 Arrivals,-35.279332,149.130421,,https://www.transport.act.gov.au/__data/assets/pdf_file/0008/1244195/TC_station_city.pdf,0,0
1723,,City Interchange Arrivals,-35.278552,149.130596,,https://www.transport.act.gov.au/__data/assets/pdf_file/0008/1244195/TC_station_city.pdf,0,0
1726,,Randwick Rd after Flemington Rd,-35.22794,149.143062,,,0,0
1729,,Anthony Rolfe Av after Waghorn St,-35.18502,149.154597,,,0,0
1734,,Canberra Hospital Hospital Rd,-35.346021,149.101947,,,0,0
1736,,UC Public Hospital Thirriwirri St,-35.233663,149.081939,,,0,0
1737,,Thirriwirri St opp UC Public Hospital,-35.233762,149.081085,,,0,0
1738,,Pantowora St before Allawoona St,-35.234349,149.086534,,,0,0
1739,,Pantowora St after Allawoona St,-35.234327,149.08627,,,0,0
1740,,Drakeford Dr after Athllon Dr,-35.420123,149.075921,,,0,0
1741,,Drakeford Dr before Isabella Dr,-35.420965,149.076646,,,0,0
1766,,Barrier St before Ipswich St,-35.326234,149.167513,,,0,0
1768,,Barrier St opp Isa St,-35.32769,149.170232,,,0,0
1770,,Barrier St before Pirie St,-35.326447,149.168193,,,0,0
1771,,Barrier St before Isa St,-35.327768,149.170613,,,0,0
1772,,Newcastle St after Isa St,-35.325413,149.172591,,,0,0
1776,,Battye St opp CIT Bruce,-35.246471,149.096966,,,0,0
1777,,Langton Cr before King Edward Tce,-35.298929,149.127197,,,0,0
1778,,Langton Cr after Newlands St,-35.299451,149.127409,,,0,0
1790,,Anthony Rolfe Av after Gundaroo Rd,-35.18271,149.130429,,,0,0
1791,,Summerland Cct after Mannheim St,-35.385383,149.073318,,,0,0
1792,,Summerland Cct after Mason St,-35.385438,149.073249,,,0,0
1801,,Gungahlin Place Plt 3 Arrivals,-35.18535,149.13516,,,0,0
1802,,North Weston Park & Ride,-35.32168,149.058296,,,0,0
1803,,Tuggeranong Interchange Plt 3,-35.414656,149.065635,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1804,,Tuggeranong Interchange Plt 4,-35.414427,149.065463,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1807,,Tuggeranong Interchange Plt 7,-35.414616,149.065388,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1808,,Tuggeranong Interchange Plt 8,-35.414923,149.065626,,https://www.transport.act.gov.au/__data/assets/pdf_file/0013/1244200/TC_station_tuggeranong.pdf,0,0
1809,,Opp North Weston Park & Ride,-35.322591,149.057622,,,0,0
1810,,Anketell St opp Lakeside Leisure Centre,-35.412279,149.063313,,,0,0
1811,,Theodore Terminus Chippindall Cct,-35.453058,149.118563,,,0,0
1812,,Lanyon Marketplace Terminus,-35.456354,149.092463,,,0,0
1815,,Barr Smith Av opp Coombe St,-35.429014,149.074577,,,0,0
1816,,Barr Smith Av after Coombe St,-35.428804,149.074735,,,0,0
1821,,City West Marcus Clarke St,-35.279102,149.125561,,,0,0
1825,,IKEA Majura Rd,-35.296085,149.187705,,,0,0
1836,,Ashley Dr before Erindale Dr,-35.407621,149.10241,,,0,0
1837,,Ashley Dr after Erindale Dr,-35.40745,149.102719,,,0,0
1838,,Ashley Dr opp Bugden Av,-35.413342,149.102358,,,0,0
1839,,Ashley Dr before Bugden Av,-35.41242,149.102769,,,0,0
1840,,Ashley Dr before Isabella Dr,-35.424109,149.103232,,,0,0
1841,,Ashley Dr after Isabella Dr,-35.42265,149.10351,,,0,0
1903,,Callaway Cr after 2nd Myles Connell Cr,-35.461905,149.082228,,,0,0
1904,,Knoke Av after 1st Mina Wylie Cr,-35.463902,149.083174,,,0,0
1905,,Wanniassa Shops Langdon Av,-35.391052,149.086784,,,0,0
1906,,Langdon Av opp Wanniassa Shops,-35.391088,149.086937,,,0,0
1907,,Carruthers St before Theodore St,-35.331821,149.079279,,,0,0
1908,,Wanniassa Park & Ride,-35.389589,149.084686,,,0,0
1909,,Wanniassa Park & Ride,-35.390179,149.083559,,,0,0
2,,Athllon Dr after Learmonth Dr,-35.402611,149.064747,,,0,0
2002,,Launceston St before Furzer St,-35.3408,149.084461,,,0,0
2003,,Theodore St before 1st James St,-35.335696,149.081259,,,0,0
2004,,Theodore St before 2nd James St,-35.333497,149.07975,,,0,0
2005,,Carruthers St opp Curtin PS,-35.33051,149.077728,,,0,0
2006,,Carruthers St after 2nd McCormack St,-35.327662,149.075588,,,0,0
2007,,Carruthers St after Jennings St,-35.324566,149.075576,,,0,0
2008,,Throssell St after Kennerley St,-35.322986,149.074811,,,0,0
2009,,Throssell St after Jennings St,-35.32116,149.074925,,,0,0
2010,,Throssell St opp Prendergast St,-35.319388,149.077039,,,0,0
2011,,Dunstan St before McCulloch St,-35.318747,149.080242,,,0,0
2012,,McCulloch St before 2nd Morgan Cr,-35.321608,149.081954,,,0,0
2013,,McCulloch St after 2nd Morgan Cr,-35.323188,149.082576,,,0,0
2014,,Carruthers St opp Curtin Shops,-35.324606,149.082777,,,0,0
2015,,Carruthers St after Allan St,-35.325514,149.085024,,,0,0
2016,,Carruthers St before Groom St,-35.326917,149.090011,,,0,0
2017,,Carruthers St after Yarra Glen,-35.325826,149.085235,,,0,0
2018,,Curtin Shops Carruthers St,-35.324994,149.083001,,,0,0
2019,,McCulloch St before Propsting St,-35.323287,149.0824,,,0,0
2020,,McCulloch St after Reynolds St,-35.320926,149.081591,,,0,0
2021,,Dunstan St after McCulloch St,-35.318862,149.080228,,,0,0
2022,,Throssell St after Prendergast St,-35.319479,149.076987,,,0,0
2023,,Throssell St after 2nd Robertson St,-35.321521,149.074953,,,0,0
2024,,Throssell St after Storey St,-35.323041,149.074948,,,0,0
2025,,Carruthers St opp Jennings St,-35.324712,149.075654,,,0,0
2026,,Carruthers St after Nelson Pl,-35.327788,149.075785,,,0,0
2027,,Carruthers St before Curtin PS,-35.330288,149.077684,,,0,0
2028,,Theodore St opp 1st James St,-35.333686,149.079877,,,0,0
2029,,Theodore St before 2nd Holman St,-35.335554,149.081246,,,0,0
2030,,Marrawah St after Theodore St,-35.338597,149.082031,,,0,0
2031,,Launceston St after Irving St,-35.340665,149.084709,,,0,0
2032,,Melrose Dr opp Phillip Pool,-35.339084,149.082813,,,0,0
2033,,Melrose Dr before Launceston St,-35.339215,149.083122,,,0,0
2034,,Beasley St opp Torrens PS,-35.372251,149.089791,,,0,0
2035,,Torrens PS Beasley St,-35.371876,149.090661,,,0,0
2036,,Beasley St after Lambrigg St,-35.371948,149.095472,,,0,0
2037,,Beasley St after Athllon Dr,-35.371865,149.095493,,,0,0
2038,,Badimara St after Yambina St,-35.358505,149.060114,,,0,0
2039,,Beasley St before Wilkins St,-35.371718,149.098123,,,0,0
2040,,Wilkins St after Hoadley St,-35.370606,149.099632,,,0,0
2041,,Wilkins St after Beasley St,-35.370504,149.099423,,,0,0
2042,,Heard St after Wilkins St,-35.368165,149.097688,,,0,0
2043,,Heard St before Wilkins St,-35.368034,149.097572,,,0,0
2044,,Heard St opp Southlands Shops,-35.365578,149.095423,,,0,0
2045,,Southlands Shops Heard St,-35.365471,149.095324,,,0,0
2050,,Pearce Shops Macfarland Cr,-35.362987,149.081353,,,0,0
2052,,Nemarang Cr after Larakia St,-35.351855,149.063909,,,0,0
2053,,Hodgson Cr at Murphy Cr,-35.366274,149.082531,,,0,0
2054,,Hodgson Cr after Brinsmead St,-35.366216,149.082327,,,0,0
2055,,Macfarland Cr before 2nd Threlfall St,-35.358229,149.075663,,,0,0
2056,,Macfarland Cr after Wilsmore Cr,-35.358116,149.075496,,,0,0
2057,,Macfarland Cr after Collings St,-35.361305,149.077995,,,0,0
2058,,Macfarland Cr before Sheehan St,-35.361502,149.078048,,,0,0
2059,,Macfarland Cr after Waldock St,-35.355623,149.075247,,,0,0
2060,,Macfarland Cr opp Waldock St,-35.355735,149.075326,,,0,0
2061,,Chifley Shops Eggleston Cr,-35.35253,149.075535,,,0,0
2062,,Eggleston Cr opp Chifley Shops,-35.35215,149.075305,,,0,0
2063,,Eggleston Cr after McDonald St,-35.349594,149.076139,,,0,0
2064,,Eggleston Cr after Plunkett St,-35.349676,149.076187,,,0,0
2065,,Launceston St opp Dennes Pl,-35.346677,149.074132,,,0,0
2066,,Launceston St after Dennes Pl,-35.346726,149.074034,,,0,0
2067,,Launceston St before 2nd Tarraleah Cr,-35.343412,149.074526,,,0,0
2068,,Launceston St after Port Arthur St,-35.342863,149.07467,,,0,0
2069,,Lyons Shops Launceston St,-35.339708,149.076986,,,0,0
2070,,Launceston St opp Lyons Shops,-35.340408,149.076472,,,0,0
2071,,Launceston St after Glenorchy St,-35.339541,149.079974,,,0,0
2072,,Launceston St after Burnie St,-35.339601,149.07984,,,0,0
2073,,Beasley St opp Gepp Pl,-35.368643,149.084696,,,0,0
2074,,Torrens Shops Beasley St,-35.373089,149.086631,,,0,0
2075,,Beasley St before Hawker St,-35.370811,149.085237,,,0,0
2076,,Beasley St before Wyatt St,-35.370744,149.085364,,,0,0
2077,,Beasley St before Gepp Pl,-35.368483,149.084474,,,0,0
2090,,Badimara St after 1st Kalgoorlie Cr,-35.358631,149.060178,,,0,0
2091,,Canberra College Launceston St,-35.341081,149.088575,,,0,0
2092,,Launceston St opp Canberra College,-35.340313,149.090339,,,0,0
2093,,Yamba Dr opp St Peter & St Pauls PS,-35.340547,149.093514,,,0,0
2094,,Yamba Dr after Kitchener St,-35.342457,149.096397,,,0,0
2095,,Yamba Dr opp Canberra Hospital,-35.3467,149.09958,,,0,0
2096,,Tyagarah St before Culgoa Cct,-35.350118,149.106441,,,0,0
2097,,Culgoa Cct after 2nd Jindalee Cr,-35.352203,149.104392,,,0,0
2098,,Culgoa Cct before Bulwarra Cl,-35.352339,149.104555,,,0,0
2099,,Culgoa Cct after 1st Jindalee Cr,-35.35438,149.104996,,,0,0
2100,,Culgoa Cct opp 2nd Jindalee Cr,-35.354306,149.105101,,,0,0
2101,,Kareelah Vsta after Mialli Pl,-35.35546,149.107267,,,0,0
2102,,Kareelah Vsta after Gerogery Pl,-35.355485,149.107132,,,0,0
2103,,Kareelah Vsta before Numeralla St,-35.357431,149.107688,,,0,0
2104,,Kareelah Vsta after Taronga Pl,-35.35778,149.108376,,,0,0
2105,,Ngunawal Dr before Kareelah Vsta,-35.359443,149.109038,,,0,0
2106,,Ngunawal Dr after Kareelah Vsta,-35.359623,149.109087,,,0,0
2107,,Bromby St before Cobbadah St,-35.36213,149.106953,,,0,0
2108,,Bromby St opp Cobbadah St,-35.36208,149.107125,,,0,0
2109,,Bromby St after William Wilkins Cr,-35.363601,149.107772,,,0,0
2110,,Bromby St after Julia Flynn Av,-35.363641,149.107655,,,0,0
2111,,Julia Flynn Av after Adkinson Cl,-35.364206,149.110548,,,0,0
2112,,St Judes PS Mulley St,-35.335532,149.051091,,,0,0
2113,,Mulley St opp St Judes PS,-35.335615,149.051045,,,0,0
2114,,Heysen St opp Gruner St,-35.331083,149.058611,,,0,0
2115,,Heysen St before Gruner St,-35.3313,149.058791,,,0,0
2116,,Heysen St before Bellette St,-35.333356,149.060901,,,0,0
2117,,Heysen St after Bunny St,-35.333324,149.060689,,,0,0
2118,,Dixon Dr after Twynam St,-35.329561,149.046439,,,0,0
2119,,Dixon Dr opp Guy Pl,-35.329473,149.046258,,,0,0
2120,,Dixon Dr opp Hyndes Cr,-35.329679,149.04385,,,0,0
2121,,Dixon Dr after Hyndes Cr,-35.329814,149.043864,,,0,0
2122,,Dixon Dr opp Warragamba Av,-35.330037,149.041986,,,0,0
2123,,Dixon Dr after Warragamba Av,-35.329947,149.041878,,,0,0
2124,,Warragamba Av before Dixon Dr,-35.330175,149.038159,,,0,0
2125,,Warragamba Av after Dixon Dr,-35.330281,149.03817,,,0,0
2128,,Burrinjuck Cr opp Duffy PS,-35.334199,149.032279,,,0,0
2129,,Duffy PS Burrinjuck Cr,-35.334854,149.031907,,,0,0
2130,,Burrinjuck Cr before Serpentine St,-35.333468,149.034789,,,0,0
2131,,Burrinjuck Cr before 2nd Blowering St,-35.333604,149.034653,,,0,0
2132,,Burrinjuck Cr after 1st Blowering St,-35.333022,149.037223,,,0,0
2133,,Duffy Shops Burrinjuck Cr,-35.336823,149.031757,,,0,0
2134,,Burrinjuck Cr opp Duffy Shops,-35.337046,149.031593,,,0,0
2135,,Renmark St after 1st Jemalong St,-35.338441,149.030275,,,0,0
2136,,Renmark St after Eungella St,-35.338454,149.030462,,,0,0
2137,,Eucumbene Dr opp 22,-35.341042,149.027533,,,0,0
2138,,22 Eucumbene Dr,-35.341193,149.027549,,,0,0
2139,,Hindmarsh Dr opp Weston Creek Terminus,-35.34382,149.027823,,,0,0
2140,,Hindmarsh Dr opp Darwinia Tce,-35.343831,149.030117,,,0,0
2141,,Wyangala St at Tullaroop St,-35.34252,149.032159,,,0,0
2142,,Wyangala St after 2nd Burdekin St,-35.341375,149.033087,,,0,0
2143,,Wyangala St opp 1st Burdekin St,-35.340785,149.033719,,,0,0
2144,,Hindmarsh Dr after Dixon Dr,-35.342053,149.042443,,,0,0
2145,,Hindmarsh Dr opp Dixon Dr,-35.342162,149.042575,,,0,0
2147,,Hindmarsh Dr before Darwinia Tce,-35.343913,149.030307,,,0,0
2148,,Darwinia Tce opp Kathner St,-35.346607,149.028714,,,0,0
2149,,Darwinia Tce after Kathner St,-35.346302,149.028606,,,0,0
2150,,Darwinia Tce after Angophora St,-35.34998,149.030099,,,0,0
2151,,Darwinia Tce after Rafferty St,-35.350173,149.030192,,,0,0
2152,,Darwinia Tce opp Rafferty St,-35.351417,149.03216,,,0,0
2153,,Darwinia Tce before Rafferty St,-35.351395,149.031963,,,0,0
2154,,Darwinia Tce after Casuarina St,-35.352323,149.034142,,,0,0
2155,,Darwinia Tce after Perry Dr,-35.352445,149.034245,,,0,0
2156,,Perry Dr before Rene St,-35.354717,149.034561,,,0,0
2157,,Perry Dr after 2nd Sidaway St,-35.354636,149.03446,,,0,0
2158,,Perry Dr before Musgrove St,-35.356882,149.036443,,,0,0
2159,,Perry Dr after Lipman St,-35.357012,149.036867,,,0,0
2160,,Perry Dr opp Chapman Shops,-35.356227,149.040111,,,0,0
2161,,Chapman Shops Perry Dr,-35.356077,149.040383,,,0,0
2162,,Perry Dr opp Chapman PS,-35.356886,149.042435,,,0,0
2163,,Chapman PS Perry Dr,-35.356825,149.042603,,,0,0
2164,,Perry Dr at Bertel Cr,-35.359509,149.04454,,,0,0
2165,,Perry Dr opp Bertel Cr,-35.359309,149.044375,,,0,0
2166,,Kalgoorlie Cr before Callide St,-35.360207,149.053153,,,0,0
2167,,Kalgoorlie Cr before Kapunda St,-35.360216,149.052935,,,0,0
2168,,Fisher Shops Kalgoorlie Cr,-35.36197,149.056644,,,0,0
2169,,Kalgoorlie Cr opp Fisher Shops,-35.362054,149.05648,,,0,0
2170,,Kalgoorlie Cr after Kambalda Cr,-35.362863,149.058952,,,0,0
2171,,Kalgoorlie Cr opp Kambalda Cr,-35.362777,149.058672,,,0,0
2172,,Kalgoorlie Cr before 2nd Jarrahdale St,-35.360351,149.060888,,,0,0
2173,,Kalgoorlie Cr after 1st Pandanus St,-35.36006,149.061206,,,0,0
2182,,Badimara St after Hindmarsh Dr,-35.349921,149.068161,,,0,0
2183,,Badimara St before Hindmarsh Dr,-35.349777,149.067994,,,0,0
2184,,McInnes St after Hindmarsh Dr,-35.345983,149.062788,,,0,0
2185,,McInnes St after 2nd Buvelot St,-35.345901,149.062983,,,0,0
2186,,McInnes St after 1st Chevalier St,-35.34394,149.061455,,,0,0
2187,,40 McInnes St,-35.343856,149.061492,,,0,0
2188,,McInnes St after 2nd Chevalier St,-35.343242,149.059143,,,0,0
2189,,McInnes St after 1st Buvelot St,-35.342631,149.058639,,,0,0
2190,,McInnes St opp Conder St,-35.340911,149.058409,,,0,0
2191,,McInnes St after Conder St,-35.340937,149.058201,,,0,0
2192,,McInnes St before Gritten St,-35.338539,149.059434,,,0,0
2193,,McInnes St before Ironside St,-35.338414,149.05953,,,0,0
2194,,Hilder St before Gritten St,-35.336872,149.05793,,,0,0
2195,,Hilder St opp McInnes St,-35.336791,149.057818,,,0,0
2196,,Hilder St after 1st Lycett St,-35.336748,149.056141,,,0,0
2197,,Hilder St after Gritten St,-35.336841,149.05565,,,0,0
2198,,Hilder St at McCubbin St,-35.335566,149.053869,,,0,0
2199,,Hilder St before Streeton Dr,-35.335595,149.053752,,,0,0
2200,,Namatjira Dr after Dillon Cl,-35.33927,149.054557,,,0,0
2201,,Namatjira Dr before Conder St,-35.340577,149.05659,,,0,0
2202,,Namatjira Dr after Conder St,-35.342274,149.057263,,,0,0
2203,,Parkinson St opp Backler Pl,-35.343276,149.055773,,,0,0
2204,,Parkinson St at Backler Pl,-35.343409,149.055764,,,0,0
2205,,Cooleman Court Interchange Plt 1,-35.342365,149.05347,,,0,0
2206,,Cooleman Court Interchange Plt 2,-35.342457,149.052865,,,0,0
2207,,Blackwood Tce opp Holder Shops,-35.336677,149.044672,,,0,0
2208,,Holder Shops Blackwood Tce,-35.336563,149.044607,,,0,0
2209,,Blackwood Tce after Tyers St,-35.336097,149.041154,,,0,0
2210,,Blackwood Tce opp Tyers St,-35.336054,149.040934,,,0,0
2212,,Heysen St opp Preston St,-35.330242,149.055251,,,0,0
