"stopID","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","wheelchair_boarding","index","dist","ID","DIVISION_CODE","DIVISION_NAME","LAST_UPDATE_DATE","OBJECTID"
1217,NA,"Lanyon Marketplace Box Hill Av",-35.456354,149.092463,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1218,NA,"St Clare of Assisi PS Box Hill Av",-35.457981,149.097464,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1219,NA,"Tom Roberts Av before Box Hill Av",-35.46047,149.099015,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1220,NA,"Tom Roberts Av before Altson Cct",-35.461297,149.10181,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1221,NA,"Tom Roberts Av before Lethbridge St",-35.462199,149.104985,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1223,NA,"Charles Conder PS Tom Roberts Av",-35.464854,149.097978,NA,"",0,0,74,0,123,613,"CONDER","2002/03/14 12:03:58+00",74
1224,NA,"Pockett Av before Box Hill Av",-35.464987,149.093953,NA,"",0,0,13,0,124,614,"BANKS","2002/03/14 12:04:12+00",13
1225,NA,"Pockett Av before 2nd Tregellas Cr",-35.46759,149.095269,NA,"",0,0,13,0,124,614,"BANKS","2002/03/14 12:04:12+00",13
1226,NA,"Pockett Av opp Wiburd St",-35.470394,149.097662,NA,"",0,0,13,0,124,614,"BANKS","2002/03/14 12:04:12+00",13
1227,NA,"Banks Shops Pockett Av",-35.472431,149.095951,NA,"",0,0,13,0,124,614,"BANKS","2002/03/14 12:04:12+00",13
