"CREATED_DATE","SPECIES","LATITUDE","LONGITUDE","index","dist","ID","DIVISION_CODE","DIVISION_NAME","LAST_UPDATE_DATE","OBJECTID","date","hour","moment","month","day","year","month_word","day_word","week","time_hour","pod","speciesGroup"
"06/06/2018 08:28:00 AM","EASTERN GREY KANGAROO",-35.41139217,149.0803943,83,0,86,623,"OXLEY","1999/02/19 09:47:44+00",83,"06/06/2018","08:28:00","AM",6,6,2018,"June","Wednesday",23,8,"Morning","Mammal"
"02/02/2019 01:30:00 PM","EASTERN GREY KANGAROO",-35.25153087,149.1070957,54,0,52,103,"O'CONNOR","1999/02/19 09:45:39+00",54,"02/02/2019","01:30:00","PM",2,2,2019,"February","Saturday",5,13,"Noon","Mammal"
"08/29/2018 06:58:00 PM","EASTERN GREY KANGAROO",-35.29524943,149.1493041,58,0,622,122,"RUSSELL","2008/09/23 13:47:38+00",58,"08/29/2018","06:58:00","PM",8,29,2018,"August","Wednesday",35,18,"Evening","Mammal"
"05/22/2018 06:40:00 PM","EASTERN GREY KANGAROO",-35.32361903,149.0860179,96,0,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"05/22/2018","06:40:00","PM",5,22,2018,"May","Tuesday",21,18,"Evening","Mammal"
"02/12/2020 08:41:00 AM","EASTERN GREY KANGAROO",-35.17723813,149.0812225,63,0,63,708,"NICHOLLS","1999/02/19 09:48:35+00",63,"02/12/2020","08:41:00","AM",2,12,2020,"February","Wednesday",7,8,"Morning","Mammal"
"11/24/2019 04:52:00 AM","EASTERN GREY KANGAROO",-35.30970347,149.0619459,94,670.251413991424,680,441,"WESTON","2015/12/14 10:02:40+00",94,"11/24/2019","04:52:00","AM",11,24,2019,"November","Sunday",48,4,"Dawn","Mammal"
"10/01/2017 11:09:00 PM","EASTERN GREY KANGAROO",-35.1985081,149.0568798,9,0,126,577,"FRASER","2002/08/12 13:43:05+00",9,"10/01/2017","11:09:00","PM",10,1,2017,"October","Sunday",40,23,"Night","Mammal"
"07/12/2016 04:32:00 PM","EASTERN GREY KANGAROO",-35.23037786,149.1963131,69,3325.78874505518,70,125,"WATSON","1999/02/19 09:45:39+00",69,"07/12/2016","04:32:00","PM",7,12,2016,"July","Tuesday",28,16,"Afternoon","Mammal"
"06/09/2017 05:56:00 AM","OTHER",-35.2845086,148.9959853,6,2947.70039185054,664,912,"DENMAN PROSPECT","2013/03/25 08:56:33+00",6,"06/09/2017","05:56:00","AM",6,9,2017,"June","Friday",24,5,"Dawn","Other"
"01/14/2017 08:26:00 AM","EASTERN GREY KANGAROO",-35.45102072,149.0591822,14,2213.06836877501,79,616,"GORDON","1999/02/19 09:47:44+00",14,"01/14/2017","08:26:00","AM",1,14,2017,"January","Saturday",3,8,"Morning","Mammal"
"10/19/2016 05:10:00 AM","EASTERN GREY KANGAROO",-35.34744848,149.2003424,68,947.870791118181,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"10/19/2016","05:10:00","AM",10,19,2016,"October","Wednesday",43,5,"Dawn","Mammal"
"06/26/2016 11:02:00 AM","EASTERN GREY KANGAROO",-35.35476431,149.1008159,103,0,707,335,"O'MALLEY","2018/05/11 09:45:26+00",103,"06/26/2016","11:02:00","AM",6,26,2016,"June","Sunday",26,11,"Noon","Mammal"
"08/23/2017 08:46:00 AM","EASTERN GREY KANGAROO",-35.38161178,149.0657874,80,0,83,601,"KAMBAH","1999/02/19 09:47:44+00",80,"08/23/2017","08:46:00","AM",8,23,2017,"August","Wednesday",34,8,"Morning","Mammal"
"07/13/2018 02:41:00 AM","EASTERN GREY KANGAROO",-35.250379,149.1219561,54,0,52,103,"O'CONNOR","1999/02/19 09:45:39+00",54,"07/13/2018","02:41:00","AM",7,13,2018,"July","Friday",29,2,"Before-Dawn","Mammal"
"10/28/2018 02:28:00 PM","EASTERN GREY KANGAROO",-35.39240228,149.0759975,80,0,83,601,"KAMBAH","1999/02/19 09:47:44+00",80,"10/28/2018","02:28:00","PM",10,28,2018,"October","Sunday",44,14,"Afternoon","Mammal"
"04/09/2016 02:50:00 AM","EASTERN GREY KANGAROO",-35.32425199,149.0562682,94,0,680,441,"WESTON","2015/12/14 10:02:40+00",94,"04/09/2016","02:50:00","AM",4,9,2016,"April","Saturday",15,2,"Before-Dawn","Mammal"
"07/08/2016 11:03:00 AM","EASTERN GREY KANGAROO",-35.15601986,149.1580891,110,314.139391682604,593,716,"FORDE","2006/10/31 09:56:30+00",110,"07/08/2016","11:03:00","AM",7,8,2016,"July","Friday",28,11,"Noon","Mammal"
"07/26/2018 02:56:00 PM","EASTERN GREY KANGAROO",-35.35250897,149.1495697,67,0,326,803,"SYMONSTON","2010/10/20 12:10:54+00",67,"07/26/2018","02:56:00","PM",7,26,2018,"July","Thursday",30,14,"Afternoon","Mammal"
"06/09/2017 02:56:00 PM","EASTERN GREY KANGAROO",-35.32009794,149.0924257,44,0,42,215,"DEAKIN","1999/02/19 09:46:25+00",44,"06/09/2017","02:56:00","PM",6,9,2017,"June","Friday",24,14,"Afternoon","Mammal"
"10/11/2018 09:30:00 AM","EASTERN GREY KANGAROO",-35.28648388,149.0827221,60,932.596506407616,58,212,"YARRALUMLA","1999/02/19 09:46:25+00",60,"10/11/2018","09:30:00","AM",10,11,2018,"October","Thursday",41,9,"Morning","Mammal"
"01/20/2019 06:40:00 AM","EASTERN GREY KANGAROO",-35.18588405,149.1366932,61,0,592,710,"GUNGAHLIN","2017/11/29 10:17:46+00",61,"01/20/2019","06:40:00","AM",1,20,2019,"January","Sunday",4,6,"Dawn","Mammal"
"08/21/2018 05:44:00 PM","EASTERN GREY KANGAROO",-35.3249361,149.0563465,94,0,680,441,"WESTON","2015/12/14 10:02:40+00",94,"08/21/2018","05:44:00","PM",8,21,2018,"August","Tuesday",34,17,"Afternoon","Mammal"
"05/04/2017 10:19:00 AM","EASTERN GREY KANGAROO",-35.25547921,149.0974521,17,0,12,555,"BRUCE","1999/02/19 09:47:11+00",17,"05/04/2017","10:19:00","AM",5,4,2017,"May","Thursday",19,10,"Morning","Mammal"
"11/13/2017 08:57:00 AM","EASTERN GREY KANGAROO",-35.25516857,149.0787496,15,0,10,556,"ARANDA","1999/02/19 09:47:11+00",15,"11/13/2017","08:57:00","AM",11,13,2017,"November","Monday",46,8,"Morning","Mammal"
"09/16/2017 01:36:00 PM","EASTERN GREY KANGAROO",-35.17582755,149.0612313,65,193.220051233014,670,901,"HALL","2013/07/29 13:38:47+00",65,"09/16/2017","01:36:00","PM",9,16,2017,"September","Saturday",38,13,"Noon","Mammal"
"07/09/2020 02:02:00 AM","BRUSHTAIL POSSUM",-35.17021657,149.1242215,10,0,656,707,"AMAROO","2012/09/03 08:24:19+00",10,"07/09/2020","02:02:00","AM",7,9,2020,"July","Thursday",28,2,"Before-Dawn","Mammal"
"07/31/2017 04:18:00 PM","EASTERN GREY KANGAROO",-35.27976585,149.1339177,43,0,629,108,"CITY","2010/10/20 12:10:54+00",43,"07/31/2017","04:18:00","PM",7,31,2017,"July","Monday",31,16,"Afternoon","Mammal"
"11/15/2019 06:32:00 PM","EASTERN GREY KANGAROO",-35.37969332,149.0936591,97,361.065322427308,702,334,"FARRER","2018/10/24 10:28:48+00",97,"11/15/2019","06:32:00","PM",11,15,2019,"November","Friday",46,18,"Evening","Mammal"
"03/04/2020 07:35:00 AM","EASTERN GREY KANGAROO",-35.25087316,149.1556456,38,0,36,104,"AINSLIE","1999/02/19 09:45:39+00",38,"03/04/2020","07:35:00","AM",3,4,2020,"March","Wednesday",10,7,"Morning","Mammal"
"02/16/2016 09:22:00 AM","EASTERN GREY KANGAROO",-35.22505083,149.0748777,31,0,29,575,"MCKELLAR","1999/02/19 09:47:11+00",31,"02/16/2016","09:22:00","AM",2,16,2016,"February","Tuesday",7,9,"Morning","Mammal"
"04/14/2016 03:28:00 PM","BRUSHTAIL POSSUM",-35.25234477,149.1413763,45,0,43,102,"DICKSON","1999/02/19 09:45:39+00",45,"04/14/2016","03:28:00","PM",4,14,2016,"April","Thursday",16,15,"Afternoon","Mammal"
"10/03/2018 09:47:00 AM","EASTERN GREY KANGAROO",-35.35029137,149.1227843,103,0,707,335,"O'MALLEY","2018/05/11 09:45:26+00",103,"10/03/2018","09:47:00","AM",10,3,2018,"October","Wednesday",40,9,"Morning","Mammal"
"11/13/2019 09:21:00 AM","WALLAROO",-35.22915593,149.0412929,34,0,32,564,"SCULLIN","1999/02/19 09:47:11+00",34,"11/13/2019","09:21:00","AM",11,13,2019,"November","Wednesday",46,9,"Morning","Mammal"
"10/30/2020 05:54:00 AM","WOMBAT",-35.54419742,149.0680045,70,3336.82363222069,71,659,"THARWA","1999/02/19 09:47:44+00",70,"10/30/2020","05:54:00","AM",10,30,2020,"October","Friday",44,5,"Dawn","Mammal"
"06/20/2018 06:16:00 PM","EASTERN GREY KANGAROO",-35.41182028,149.1404938,76,0,78,608,"GILMORE","1999/02/19 09:47:44+00",76,"06/20/2018","06:16:00","PM",6,20,2018,"June","Wednesday",25,18,"Evening","Mammal"
"02/12/2018 10:01:00 AM","EASTERN GREY KANGAROO",-35.39561103,149.1341323,81,764.346400993218,84,606,"MACARTHUR","1999/02/19 09:47:44+00",81,"02/12/2018","10:01:00","AM",2,12,2018,"February","Monday",7,10,"Morning","Mammal"
"05/11/2018 12:24:00 PM","EASTERN GREY KANGAROO",-35.38517768,149.0816365,80,0,83,601,"KAMBAH","1999/02/19 09:47:44+00",80,"05/11/2018","12:24:00","PM",5,11,2018,"May","Friday",20,24,"Mid-Night","Mammal"
"07/30/2018 01:44:00 AM","EASTERN GREY KANGAROO",-35.3754066,149.1964174,12,1201.70521698388,66,802,"HUME","1999/02/19 09:49:11+00",12,"07/30/2018","01:44:00","AM",7,30,2018,"July","Monday",31,1,"Before-Dawn","Mammal"
"08/31/2017 07:32:00 PM","EASTERN GREY KANGAROO",-35.32976187,149.0625316,94,0,680,441,"WESTON","2015/12/14 10:02:40+00",94,"08/31/2017","07:32:00","PM",8,31,2017,"August","Thursday",36,19,"Evening","Mammal"
"06/03/2019 08:51:00 AM","EASTERN GREY KANGAROO",-35.29889172,149.0959236,60,0,58,212,"YARRALUMLA","1999/02/19 09:46:25+00",60,"06/03/2019","08:51:00","AM",6,3,2019,"June","Monday",23,8,"Morning","Mammal"
"04/29/2019 11:22:00 AM","EASTERN GREY KANGAROO",-35.31531022,149.0888764,96,0,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"04/29/2019","11:22:00","AM",4,29,2019,"April","Monday",18,11,"Noon","Mammal"
"09/03/2017 11:49:00 AM","EASTERN GREY KANGAROO",-35.39660156,149.192948,12,2703.86326628298,66,802,"HUME","1999/02/19 09:49:11+00",12,"09/03/2017","11:49:00","AM",9,3,2017,"September","Sunday",36,11,"Noon","Mammal"
"11/11/2017 09:07:00 AM","EASTERN GREY KANGAROO",-35.19414567,149.0969509,63,0,63,708,"NICHOLLS","1999/02/19 09:48:35+00",63,"11/11/2017","09:07:00","AM",11,11,2017,"November","Saturday",46,9,"Morning","Mammal"
"05/01/2018 09:35:00 PM","EASTERN GREY KANGAROO",-35.38925095,149.1008418,86,0,89,602,"WANNIASSA","1999/02/19 09:47:44+00",86,"05/01/2018","09:35:00","PM",5,1,2018,"May","Tuesday",18,21,"Night","Mammal"
"08/06/2018 02:30:00 PM","EASTERN GREY KANGAROO",-35.38041683,149.1183125,100,0,701,336,"ISAACS","2018/10/24 10:28:48+00",100,"08/06/2018","02:30:00","PM",8,6,2018,"August","Monday",32,14,"Afternoon","Mammal"
"11/15/2018 10:39:00 PM","EASTERN GREY KANGAROO",-35.25151112,149.105431,17,0,12,555,"BRUCE","1999/02/19 09:47:11+00",17,"11/15/2018","10:39:00","PM",11,15,2018,"November","Thursday",46,22,"Night","Mammal"
"12/31/2019 05:40:00 AM","EASTERN GREY KANGAROO",-35.31451785,149.033125,1,0,644,911,"COOMBS","2011/09/19 08:51:25+00",1,"12/31/2019","05:40:00","AM",12,31,2019,"December","Tuesday",53,5,"Dawn","Mammal"
"06/08/2016 02:27:00 PM","EASTERN GREY KANGAROO",-35.44340959,149.0964647,72,0,74,611,"CALWELL","1999/02/19 09:47:44+00",72,"06/08/2016","02:27:00","PM",6,8,2016,"June","Wednesday",24,14,"Afternoon","Mammal"
"12/14/2020 04:56:00 PM","EASTERN GREY KANGAROO",-35.41086412,149.0549762,78,0,81,615,"GREENWAY","1999/02/19 09:47:44+00",78,"12/14/2020","04:56:00","PM",12,14,2020,"December","Monday",51,16,"Afternoon","Mammal"
"09/09/2018 07:12:00 PM","EASTERN GREY KANGAROO",-35.38880082,149.1252028,75,644.736020712117,77,605,"FADDEN","1999/02/19 09:47:44+00",75,"09/09/2018","07:12:00","PM",9,9,2018,"September","Sunday",37,19,"Evening","Mammal"
"02/01/2016 02:00:00 PM","EASTERN GREY KANGAROO",-35.27148229,149.1805322,68,1038.32721686148,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"02/01/2016","02:00:00","PM",2,1,2016,"February","Monday",5,14,"Afternoon","Mammal"
"12/22/2018 07:12:00 AM","EASTERN GREY KANGAROO",-35.31600152,149.0908645,96,0,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"12/22/2018","07:12:00","AM",12,22,2018,"December","Saturday",52,7,"Morning","Mammal"
"12/03/2019 08:24:00 AM","EASTERN GREY KANGAROO",-35.40822657,149.1446913,76,0,78,608,"GILMORE","1999/02/19 09:47:44+00",76,"12/03/2019","08:24:00","AM",12,3,2019,"December","Tuesday",49,8,"Morning","Mammal"
"06/20/2019 02:59:00 PM","EASTERN GREY KANGAROO",-35.33722139,149.0002366,88,2965.13332575106,651,446,"DUFFY","2011/09/19 08:51:25+00",88,"06/20/2019","02:59:00","PM",6,20,2019,"June","Thursday",25,14,"Afternoon","Mammal"
"12/04/2019 10:10:00 AM","WALLAROO",-35.22078105,149.1199108,26,15.0275199639617,24,553,"KALEEN","1999/02/19 09:47:11+00",26,"12/04/2019","10:10:00","AM",12,4,2019,"December","Wednesday",49,10,"Morning","Mammal"
"07/05/2018 09:14:00 AM","EASTERN GREY KANGAROO",-35.29451293,149.1681205,41,0,39,110,"CAMPBELL","1999/02/19 09:45:39+00",41,"07/05/2018","09:14:00","AM",7,5,2018,"July","Thursday",27,9,"Morning","Mammal"
"04/07/2016 09:57:00 AM","EASTERN GREY KANGAROO",-35.38114111,149.1706196,12,0,66,802,"HUME","1999/02/19 09:49:11+00",12,"04/07/2016","09:57:00","AM",4,7,2016,"April","Thursday",15,9,"Morning","Mammal"
"09/24/2017 05:00:00 AM","EASTERN GREY KANGAROO",-35.2350482,149.1829111,69,1843.41356393447,70,125,"WATSON","1999/02/19 09:45:39+00",69,"09/24/2017","05:00:00","AM",9,24,2017,"September","Sunday",39,5,"Dawn","Mammal"
"08/20/2018 04:48:00 PM","EASTERN GREY KANGAROO",-35.24894406,149.142475,45,0,43,102,"DICKSON","1999/02/19 09:45:39+00",45,"08/20/2018","04:48:00","PM",8,20,2018,"August","Monday",34,16,"Afternoon","Mammal"
"05/10/2020 02:26:00 PM","EASTERN GREY KANGAROO",-35.27956242,149.1455053,57,0,55,109,"REID","1999/02/19 09:45:39+00",57,"05/10/2020","02:26:00","PM",5,10,2020,"May","Sunday",19,14,"Afternoon","Mammal"
"09/15/2018 09:28:00 AM","EASTERN GREY KANGAROO",-35.28421433,149.067265,60,2351.55377459681,58,212,"YARRALUMLA","1999/02/19 09:46:25+00",60,"09/15/2018","09:28:00","AM",9,15,2018,"September","Saturday",38,9,"Morning","Mammal"
"10/17/2019 11:52:00 AM","EASTERN GREY KANGAROO",-35.16927165,149.1138988,62,0,668,706,"NGUNNAWAL","2013/06/20 13:16:24+00",62,"10/17/2019","11:52:00","AM",10,17,2019,"October","Thursday",42,11,"Noon","Mammal"
"02/09/2020 07:40:00 AM","EASTERN GREY KANGAROO",-35.41540535,149.061584,78,0,81,615,"GREENWAY","1999/02/19 09:47:44+00",78,"02/09/2020","07:40:00","AM",2,9,2020,"February","Sunday",6,7,"Morning","Mammal"
"07/04/2017 06:48:00 PM","EASTERN GREY KANGAROO",-35.30210447,149.1796856,68,0,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"07/04/2017","06:48:00","PM",7,4,2017,"July","Tuesday",27,18,"Evening","Mammal"
"06/19/2016 02:23:00 PM","EASTERN GREY KANGAROO",-35.44630462,149.0927478,14,0,79,616,"GORDON","1999/02/19 09:47:44+00",14,"06/19/2016","02:23:00","PM",6,19,2016,"June","Sunday",25,14,"Afternoon","Mammal"
"08/05/2018 11:12:00 PM","WALLABY",-35.33056757,149.1642227,48,0,46,219,"FYSHWICK","1999/02/19 09:46:25+00",48,"08/05/2018","11:12:00","PM",8,5,2018,"August","Sunday",32,23,"Night","Mammal"
"10/04/2020 04:17:00 AM","EASTERN GREY KANGAROO",-35.29424407,149.172414,68,0,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"10/04/2020","04:17:00","AM",10,4,2020,"October","Sunday",40,4,"Dawn","Mammal"
"07/24/2019 09:50:00 AM","EASTERN GREY KANGAROO",-35.20653333,149.1960944,111,3827.30121301603,682,717,"THROSBY","2016/04/11 09:17:18+00",111,"07/24/2019","09:50:00","AM",7,24,2019,"July","Wednesday",30,9,"Morning","Mammal"
"05/17/2017 08:52:00 AM","EASTERN GREY KANGAROO",-35.3699857,149.184171,12,104.710864004827,66,802,"HUME","1999/02/19 09:49:11+00",12,"05/17/2017","08:52:00","AM",5,17,2017,"May","Wednesday",20,8,"Morning","Mammal"
"10/05/2019 06:09:00 PM","EASTERN GREY KANGAROO",-35.33118216,149.161834,67,0,326,803,"SYMONSTON","2010/10/20 12:10:54+00",67,"10/05/2019","06:09:00","PM",10,5,2019,"October","Saturday",41,18,"Evening","Mammal"
"02/25/2018 06:22:00 PM","EASTERN GREY KANGAROO",-35.33997077,149.0779336,101,0,104,329,"LYONS","1999/02/19 09:46:25+00",101,"02/25/2018","06:22:00","PM",2,25,2018,"February","Sunday",9,18,"Evening","Mammal"
"11/26/2019 08:11:00 AM","EASTERN GREY KANGAROO",-35.16071823,149.0617824,65,0,670,901,"HALL","2013/07/29 13:38:47+00",65,"11/26/2019","08:11:00","AM",11,26,2019,"November","Tuesday",48,8,"Morning","Mammal"
"06/06/2017 08:44:00 AM","BRUSHTAIL POSSUM",-35.31202153,149.0688666,96,842.46374805953,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"06/06/2017","08:44:00","AM",6,6,2017,"June","Tuesday",23,8,"Morning","Mammal"
"08/13/2018 01:04:00 AM","EASTERN GREY KANGAROO",-35.39779845,149.1017037,86,0,89,602,"WANNIASSA","1999/02/19 09:47:44+00",86,"08/13/2018","01:04:00","AM",8,13,2018,"August","Monday",33,1,"Before-Dawn","Mammal"
"11/28/2019 09:15:00 AM","EASTERN GREY KANGAROO",-35.39046688,149.1117803,75,446.585303913854,77,605,"FADDEN","1999/02/19 09:47:44+00",75,"11/28/2019","09:15:00","AM",11,28,2019,"November","Thursday",48,9,"Morning","Mammal"
"11/26/2020 06:29:00 AM","EASTERN GREY KANGAROO",-35.24084863,149.0358177,34,0,32,564,"SCULLIN","1999/02/19 09:47:11+00",34,"11/26/2020","06:29:00","AM",11,26,2020,"November","Thursday",48,6,"Dawn","Mammal"
"02/14/2020 07:47:00 AM","EASTERN GREY KANGAROO",-35.2227059,149.1721763,69,0,70,125,"WATSON","1999/02/19 09:45:39+00",69,"02/14/2020","07:47:00","AM",2,14,2020,"February","Friday",7,7,"Morning","Mammal"
"10/23/2019 11:13:00 AM","EASTERN GREY KANGAROO",-35.27486272,149.0662677,18,1223.02840792689,14,557,"COOK","1999/02/19 09:47:11+00",18,"10/23/2019","11:13:00","AM",10,23,2019,"October","Wednesday",43,11,"Noon","Mammal"
"12/21/2017 10:28:00 PM","EASTERN GREY KANGAROO",-35.40713017,149.0538063,78,235.889227902868,81,615,"GREENWAY","1999/02/19 09:47:44+00",78,"12/21/2017","10:28:00","PM",12,21,2017,"December","Thursday",52,22,"Night","Mammal"
"01/18/2020 09:38:00 PM","EASTERN GREY KANGAROO",-35.3751097,149.0929026,106,0,696,332,"TORRENS","2018/10/24 10:28:48+00",106,"01/18/2020","09:38:00","PM",1,18,2020,"January","Saturday",3,21,"Night","Mammal"
"12/09/2020 08:34:00 PM","EASTERN GREY KANGAROO",-35.64278401,149.0075547,70,20738.8143491817,71,659,"THARWA","1999/02/19 09:47:44+00",70,"12/09/2020","08:34:00","PM",12,9,2020,"December","Wednesday",50,20,"Evening","Mammal"
"07/30/2018 08:23:00 PM","EASTERN GREY KANGAROO",-35.37418982,149.1544603,12,758.965869005223,66,802,"HUME","1999/02/19 09:49:11+00",12,"07/30/2018","08:23:00","PM",7,30,2018,"July","Monday",31,20,"Evening","Mammal"
"05/21/2016 11:28:00 AM","EASTERN GREY KANGAROO",-35.35937698,149.0685167,89,15.5894671674407,92,443,"FISHER","1999/02/19 09:46:25+00",89,"05/21/2016","11:28:00","AM",5,21,2016,"May","Saturday",21,11,"Noon","Mammal"
"07/23/2019 12:47:00 PM","EASTERN GREY KANGAROO",-35.48081041,149.0903671,13,821.434858424533,124,614,"BANKS","2002/03/14 12:04:12+00",13,"07/23/2019","12:47:00","PM",7,23,2019,"July","Tuesday",30,24,"Mid-Night","Mammal"
"05/03/2016 09:33:00 AM","EASTERN GREY KANGAROO",-35.25116909,149.156145,38,0,36,104,"AINSLIE","1999/02/19 09:45:39+00",38,"05/03/2016","09:33:00","AM",5,3,2016,"May","Tuesday",18,9,"Morning","Mammal"
"03/02/2019 06:57:00 PM","EASTERN GREY KANGAROO",-35.32826155,149.0263395,88,0,651,446,"DUFFY","2011/09/19 08:51:25+00",88,"03/02/2019","06:57:00","PM",3,2,2019,"March","Saturday",10,18,"Evening","Mammal"
"01/12/2017 08:02:00 AM","EASTERN GREY KANGAROO",-35.38608815,149.093889,86,0,89,602,"WANNIASSA","1999/02/19 09:47:44+00",86,"01/12/2017","08:02:00","AM",1,12,2017,"January","Thursday",2,8,"Morning","Mammal"
"05/16/2017 08:32:00 AM","EASTERN GREY KANGAROO",-35.22489392,149.1178142,26,0,24,553,"KALEEN","1999/02/19 09:47:11+00",26,"05/16/2017","08:32:00","AM",5,16,2017,"May","Tuesday",20,8,"Morning","Mammal"
"12/11/2019 04:58:00 AM","EASTERN GREY KANGAROO",-35.38327484,149.0870693,80,0,83,601,"KAMBAH","1999/02/19 09:47:44+00",80,"12/11/2019","04:58:00","AM",12,11,2019,"December","Wednesday",50,4,"Dawn","Mammal"
"12/16/2017 08:49:00 AM","EASTERN GREY KANGAROO",-35.27480745,149.0764926,18,1663.30360491682,14,557,"COOK","1999/02/19 09:47:11+00",18,"12/16/2017","08:49:00","AM",12,16,2017,"December","Saturday",51,8,"Morning","Mammal"
"12/15/2019 08:43:00 AM","EASTERN GREY KANGAROO",-35.24774954,149.0621465,30,0,28,558,"MACQUARIE","1999/02/19 09:47:11+00",30,"12/15/2019","08:43:00","AM",12,15,2019,"December","Sunday",51,8,"Morning","Mammal"
"05/29/2016 12:43:00 PM","EASTERN GREY KANGAROO",-35.18309484,149.0771428,63,0,63,708,"NICHOLLS","1999/02/19 09:48:35+00",63,"05/29/2016","12:43:00","PM",5,29,2016,"May","Sunday",22,24,"Mid-Night","Mammal"
"06/23/2016 09:49:00 AM","BRUSHTAIL POSSUM",-35.23937605,149.0472775,33,0,31,561,"PAGE","1999/02/19 09:47:11+00",33,"06/23/2016","09:49:00","AM",6,23,2016,"June","Thursday",26,9,"Morning","Mammal"
"01/24/2020 02:15:00 PM","EASTERN GREY KANGAROO",-35.18052996,149.0726424,65,3.5999681217613,670,901,"HALL","2013/07/29 13:38:47+00",65,"01/24/2020","02:15:00","PM",1,24,2020,"January","Friday",4,14,"Afternoon","Mammal"
"05/27/2017 06:21:00 PM","EASTERN GREY KANGAROO",-35.26467855,149.1471737,38,0,36,104,"AINSLIE","1999/02/19 09:45:39+00",38,"05/27/2017","06:21:00","PM",5,27,2017,"May","Saturday",22,18,"Evening","Mammal"
"08/19/2020 09:13:00 PM","EASTERN GREY KANGAROO",-35.44105041,149.0871386,14,0,79,616,"GORDON","1999/02/19 09:47:44+00",14,"08/19/2020","09:13:00","PM",8,19,2020,"August","Wednesday",34,21,"Night","Mammal"
"06/02/2020 11:09:00 PM","EASTERN GREY KANGAROO",-35.34045669,149.1643173,67,0,326,803,"SYMONSTON","2010/10/20 12:10:54+00",67,"06/02/2020","11:09:00","PM",6,2,2020,"June","Tuesday",23,23,"Night","Mammal"
"01/03/2018 07:09:00 AM","EASTERN GREY KANGAROO",-35.36734258,149.186983,12,152.648829174708,66,802,"HUME","1999/02/19 09:49:11+00",12,"01/03/2018","07:09:00","AM",1,3,2018,"January","Wednesday",1,7,"Morning","Mammal"
"06/07/2018 11:04:00 PM","EASTERN GREY KANGAROO",-35.32345643,149.0875282,96,0,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"06/07/2018","11:04:00","PM",6,7,2018,"June","Thursday",23,23,"Night","Mammal"
"09/24/2018 08:32:00 PM","EASTERN GREY KANGAROO",-35.29572255,149.0622558,5,1406.87200542913,665,913,"MOLONGLO","2013/03/25 08:56:56+00",5,"09/24/2018","08:32:00","PM",9,24,2018,"September","Monday",39,20,"Evening","Mammal"
"09/14/2017 03:13:00 PM","MAGPIES",-35.32780547,149.0846677,96,0,99,328,"CURTIN","1999/02/19 09:46:25+00",96,"09/14/2017","03:13:00","PM",9,14,2017,"September","Thursday",38,15,"Afternoon","Bird"
"03/13/2017 08:40:00 AM","EASTERN GREY KANGAROO",-35.35333597,149.1031405,103,0,707,335,"O'MALLEY","2018/05/11 09:45:26+00",103,"03/13/2017","08:40:00","AM",3,13,2017,"March","Monday",11,8,"Morning","Mammal"
"10/11/2019 08:02:00 AM","EASTERN GREY KANGAROO",-35.33993426,149.081017,101,0,104,329,"LYONS","1999/02/19 09:46:25+00",101,"10/11/2019","08:02:00","AM",10,11,2019,"October","Friday",41,8,"Morning","Mammal"
"06/07/2018 08:25:00 AM","EASTERN GREY KANGAROO",-35.3906241,149.1220425,75,135.237082969791,77,605,"FADDEN","1999/02/19 09:47:44+00",75,"06/07/2018","08:25:00","AM",6,7,2018,"June","Thursday",23,8,"Morning","Mammal"
"02/23/2017 02:16:00 PM","EASTERN GREY KANGAROO",-35.18803557,149.1264315,61,0,592,710,"GUNGAHLIN","2017/11/29 10:17:46+00",61,"02/23/2017","02:16:00","PM",2,23,2017,"February","Thursday",8,14,"Afternoon","Mammal"
"07/03/2018 09:57:00 PM","EASTERN GREY KANGAROO",-35.38516268,149.062163,80,0,83,601,"KAMBAH","1999/02/19 09:47:44+00",80,"07/03/2018","09:57:00","PM",7,3,2018,"July","Tuesday",27,21,"Night","Mammal"
"11/02/2019 09:05:00 AM","EASTERN GREY KANGAROO",-35.26552619,149.198457,68,2030.021873436,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"11/02/2019","09:05:00","AM",11,2,2019,"November","Saturday",45,9,"Morning","Mammal"
"11/05/2019 06:29:00 PM","EASTERN GREY KANGAROO",-35.35259926,149.1482244,67,0,326,803,"SYMONSTON","2010/10/20 12:10:54+00",67,"11/05/2019","06:29:00","PM",11,5,2019,"November","Tuesday",45,18,"Evening","Mammal"
"06/23/2016 10:03:00 PM","EASTERN GREY KANGAROO",-35.26204439,149.2634425,68,9537.15858094421,661,251,"PIALLIGO","2012/11/02 13:55:05+00",68,"06/23/2016","10:03:00","PM",6,23,2016,"June","Thursday",26,22,"Night","Mammal"
"01/01/2016 09:26:00 PM","N/A",-35.1942228,149.1185344,64,0,64,709,"PALMERSTON","2000/02/11 15:37:22+00",64,"01/01/2016","09:26:00","PM",1,1,2016,"January","Friday",1,21,"Night","Other"
